OTU,Phylum
OTU_50659,Bacteroidota
OTU_50660,Bacteroidota
OTU_50661,Spirochaetota
OTU_50662,Spirochaetota
OTU_50663,Bacillota
OTU_50664,Spirochaetota
OTU_50665,Spirochaetota
OTU_50667,Spirochaetota
OTU_50668,Spirochaetota
OTU_50669,Elusimicrobiota
OTU_50670,Elusimicrobiota
OTU_50671,Bacteroidota
OTU_50672,Elusimicrobiota
OTU_50673,Bacteroidota
OTU_50674,Bacteroidota
OTU_50675,Spirochaetota
OTU_50676,Elusimicrobiota
OTU_50677,Elusimicrobiota
OTU_50680,Spirochaetota
OTU_50681,Spirochaetota
OTU_50682,Bacteroidota
OTU_50684,Spirochaetota
OTU_50685,Elusimicrobiota
OTU_50686,Elusimicrobiota
OTU_50687,Elusimicrobiota
OTU_50688,Elusimicrobiota
OTU_50690,Spirochaetota
OTU_50691,Spirochaetota
OTU_50692,Elusimicrobiota
OTU_50693,Spirochaetota
OTU_50695,Elusimicrobiota
OTU_50696,Bacillota
OTU_50698,Spirochaetota
OTU_50699,Spirochaetota
OTU_50700,Bacteroidota
OTU_50701,Spirochaetota
OTU_50702,Elusimicrobiota
OTU_50703,Spirochaetota
OTU_50704,Spirochaetota
OTU_50705,Spirochaetota
OTU_50706,Elusimicrobiota
OTU_50708,Spirochaetota
OTU_50709,Elusimicrobiota
OTU_50710,Spirochaetota
OTU_50713,Elusimicrobiota
OTU_50714,Elusimicrobiota
OTU_50716,Bacillota
OTU_50717,Pseudomonadota
OTU_50718,Spirochaetota
OTU_50720,Bacteroidota
OTU_50722,Bacillota
OTU_50723,Elusimicrobiota
OTU_50727,Elusimicrobiota
OTU_50730,Elusimicrobiota
OTU_50731,Bacillota
OTU_50732,Elusimicrobiota
OTU_50733,Elusimicrobiota
OTU_50735,Synergistota
OTU_50736,Elusimicrobiota
OTU_50738,Bacillota
OTU_50739,Bacteroidota
OTU_50741,Elusimicrobiota
OTU_50742,Spirochaetota
OTU_50743,Bacillota
OTU_50744,Bacteroidota
OTU_50746,Pseudomonadota
OTU_50748,Elusimicrobiota
OTU_50750,Bacillota
OTU_50751,Elusimicrobiota
OTU_50752,Elusimicrobiota
OTU_50753,Elusimicrobiota
OTU_50757,Elusimicrobiota
OTU_50758,Spirochaetota
OTU_50759,Elusimicrobiota
OTU_50760,Elusimicrobiota
OTU_50761,Spirochaetota
OTU_50763,Spirochaetota
OTU_50764,Bacillota
OTU_50767,Elusimicrobiota
OTU_50768,Spirochaetota
OTU_50769,Spirochaetota
OTU_50770,Spirochaetota
OTU_50771,Elusimicrobiota
OTU_50772,Spirochaetota
OTU_50773,Spirochaetota
OTU_50774,Spirochaetota
OTU_50775,Bacteroidota
OTU_50776,Spirochaetota
OTU_50777,Pseudomonadota
OTU_50778,Elusimicrobiota
OTU_50779,Spirochaetota
OTU_50780,Elusimicrobiota
OTU_50781,Bacillota
OTU_50782,Bacillota
OTU_50783,Elusimicrobiota
OTU_50784,Spirochaetota
OTU_50785,Spirochaetota
OTU_50786,Bacillota
OTU_50788,Bacillota
OTU_50789,Spirochaetota
OTU_50790,Actinomycetota
OTU_50791,Spirochaetota
OTU_50792,Elusimicrobiota
OTU_50793,Elusimicrobiota
OTU_50794,Spirochaetota
OTU_50795,Spirochaetota
OTU_50796,Elusimicrobiota
OTU_50797,Elusimicrobiota
OTU_50798,Elusimicrobiota
OTU_50799,Spirochaetota
OTU_50800,Elusimicrobiota
OTU_50801,Planctomycetota
OTU_50802,Elusimicrobiota
OTU_50803,Bacillota
OTU_50804,Elusimicrobiota
OTU_50806,Elusimicrobiota
OTU_50807,Actinomycetota
OTU_50808,Spirochaetota
OTU_50810,Bacteroidota
OTU_50811,Elusimicrobiota
OTU_50812,Spirochaetota
OTU_50813,Spirochaetota
OTU_50814,Spirochaetota
OTU_50815,Elusimicrobiota
OTU_50816,Elusimicrobiota
OTU_50818,Spirochaetota
OTU_50820,Elusimicrobiota
OTU_50821,Spirochaetota
OTU_50822,Spirochaetota
OTU_50823,Spirochaetota
OTU_50824,Bacillota
OTU_50825,Bacillota
OTU_50826,Elusimicrobiota
OTU_50827,Spirochaetota
OTU_50831,Spirochaetota
OTU_50832,Spirochaetota
OTU_50833,Elusimicrobiota
OTU_50834,Spirochaetota
OTU_50836,Bacteroidota
OTU_50838,Spirochaetota
OTU_50839,Elusimicrobiota
OTU_50841,Spirochaetota
OTU_50843,Elusimicrobiota
OTU_50844,Elusimicrobiota
OTU_50845,Spirochaetota
OTU_50846,Spirochaetota
OTU_50850,Pseudomonadota
OTU_50851,Elusimicrobiota
OTU_50853,Spirochaetota
OTU_50854,Pseudomonadota
OTU_50855,Spirochaetota
OTU_50856,Bacillota
OTU_50857,Spirochaetota
OTU_50859,Spirochaetota
OTU_50860,Elusimicrobiota
OTU_50861,Spirochaetota
OTU_50862,Spirochaetota
OTU_50863,Bacteroidota
OTU_50864,Elusimicrobiota
OTU_50865,Spirochaetota
OTU_50866,Spirochaetota
OTU_50867,Elusimicrobiota
OTU_50870,Spirochaetota
OTU_50871,Spirochaetota
OTU_50872,Spirochaetota
OTU_50873,Pseudomonadota
OTU_50874,Spirochaetota
OTU_50875,Elusimicrobiota
OTU_50876,Elusimicrobiota
OTU_50877,Bacillota
OTU_50879,Actinomycetota
OTU_50880,Spirochaetota
OTU_50881,Elusimicrobiota
OTU_50883,Spirochaetota
OTU_50884,Elusimicrobiota
OTU_50885,Spirochaetota
OTU_50886,Spirochaetota
OTU_50887,Spirochaetota
OTU_50890,Spirochaetota
OTU_50891,Spirochaetota
OTU_50892,Spirochaetota
OTU_50893,Synergistota
OTU_50895,Elusimicrobiota
OTU_50897,Spirochaetota
OTU_50898,Spirochaetota
OTU_50899,Spirochaetota
OTU_50900,Bacillota
OTU_50901,Spirochaetota
OTU_50902,Spirochaetota
OTU_50903,Spirochaetota
OTU_50904,Elusimicrobiota
OTU_50906,Elusimicrobiota
OTU_50907,Elusimicrobiota
OTU_50908,Elusimicrobiota
OTU_50909,Spirochaetota
OTU_50910,Spirochaetota
OTU_50911,Spirochaetota
OTU_50912,Spirochaetota
OTU_50913,Bacillota
OTU_50914,Spirochaetota
OTU_50915,Elusimicrobiota
OTU_50916,Spirochaetota
OTU_50918,Spirochaetota
OTU_50919,Spirochaetota
OTU_50921,Bacteroidota
OTU_50922,Bacillota
OTU_50923,Bacillota
OTU_50924,Spirochaetota
OTU_50925,Spirochaetota
OTU_50926,Spirochaetota
OTU_50927,Spirochaetota
OTU_50928,Spirochaetota
OTU_50929,Spirochaetota
OTU_50930,Spirochaetota
OTU_50931,Bacteroidota
OTU_50932,Bacteroidota
OTU_50933,Spirochaetota
OTU_50934,Elusimicrobiota
OTU_50935,Bacteroidota
OTU_50936,Elusimicrobiota
OTU_50938,Actinomycetota
OTU_50939,Spirochaetota
OTU_50940,Spirochaetota
OTU_50942,Elusimicrobiota
OTU_50943,Elusimicrobiota
OTU_50945,Spirochaetota
OTU_50947,Spirochaetota
OTU_50948,Elusimicrobiota
OTU_50949,Spirochaetota
OTU_50952,Elusimicrobiota
OTU_50953,Spirochaetota
OTU_50954,Spirochaetota
OTU_50955,Spirochaetota
OTU_50959,Elusimicrobiota
OTU_50960,Elusimicrobiota
OTU_50961,Elusimicrobiota
OTU_50962,Elusimicrobiota
OTU_50963,Elusimicrobiota
OTU_50964,Bacteroidota
OTU_50965,Elusimicrobiota
OTU_50966,Spirochaetota
OTU_50967,Spirochaetota
OTU_50968,Bacteroidota
OTU_50969,Elusimicrobiota
OTU_50971,Elusimicrobiota
OTU_50972,Bacillota
OTU_50973,Spirochaetota
OTU_50974,Elusimicrobiota
OTU_50975,Elusimicrobiota
OTU_50976,Bacillota
OTU_50977,Spirochaetota
OTU_50978,Spirochaetota
OTU_50979,Synergistota
OTU_50980,Spirochaetota
OTU_50981,Spirochaetota
OTU_50982,Elusimicrobiota
OTU_50983,Pseudomonadota
OTU_50986,Spirochaetota
OTU_50987,Bacillota
OTU_50990,Spirochaetota
OTU_50991,Elusimicrobiota
OTU_50992,Bacillota
OTU_50993,Elusimicrobiota
OTU_50994,Elusimicrobiota
OTU_50995,Elusimicrobiota
OTU_50996,Bacillota
OTU_50997,Elusimicrobiota
OTU_51001,Bacillota
OTU_51002,Elusimicrobiota
OTU_51003,Elusimicrobiota
OTU_51004,Bacillota
OTU_51005,Spirochaetota
OTU_51007,Bacteroidota
OTU_51008,Spirochaetota
OTU_51009,Elusimicrobiota
OTU_51010,Elusimicrobiota
OTU_51012,Bacteroidota
OTU_51013,Bacillota
OTU_51014,Elusimicrobiota
OTU_51015,Spirochaetota
OTU_51016,Bacillota
OTU_51020,Spirochaetota
OTU_51022,Elusimicrobiota
OTU_51023,Spirochaetota
OTU_51024,Spirochaetota
OTU_51025,Bacillota
OTU_51026,Bacillota
OTU_51027,Bacillota
OTU_51029,Elusimicrobiota
OTU_51030,Spirochaetota
OTU_51031,Spirochaetota
OTU_51032,Elusimicrobiota
OTU_51033,Spirochaetota
OTU_51035,Elusimicrobiota
OTU_51036,Elusimicrobiota
OTU_51038,Spirochaetota
OTU_51039,Spirochaetota
OTU_51040,Bacteroidota
OTU_51042,Spirochaetota
OTU_51043,Spirochaetota
OTU_51044,Spirochaetota
OTU_51045,Spirochaetota
OTU_51046,Spirochaetota
OTU_51047,Spirochaetota
OTU_51048,Elusimicrobiota
OTU_51049,Spirochaetota
OTU_51050,Elusimicrobiota
OTU_51051,Spirochaetota
OTU_51052,Elusimicrobiota
OTU_51053,Elusimicrobiota
OTU_51055,Spirochaetota
OTU_51056,Spirochaetota
OTU_51057,Spirochaetota
OTU_51059,Bacillota
OTU_51060,Elusimicrobiota
OTU_51062,Bacillota
OTU_51067,Bacillota
OTU_51068,Elusimicrobiota
OTU_51069,Elusimicrobiota
OTU_51070,Elusimicrobiota
OTU_51071,Spirochaetota
OTU_51072,Bacteroidota
OTU_51073,Elusimicrobiota
OTU_51076,Bacillota
OTU_51077,Spirochaetota
OTU_51079,Spirochaetota
OTU_51080,Spirochaetota
OTU_51081,Elusimicrobiota
OTU_51082,Spirochaetota
OTU_51083,Elusimicrobiota
OTU_51084,Elusimicrobiota
OTU_51086,Elusimicrobiota
OTU_51087,Spirochaetota
OTU_51089,Bacteroidota
OTU_51090,Spirochaetota
OTU_51091,Spirochaetota
OTU_51094,Spirochaetota
OTU_51095,Spirochaetota
OTU_51096,Bacteroidota
OTU_51097,Elusimicrobiota
OTU_51099,Elusimicrobiota
OTU_51100,Elusimicrobiota
OTU_51101,Spirochaetota
OTU_51103,Spirochaetota
OTU_51104,Elusimicrobiota
OTU_51105,Spirochaetota
OTU_51106,Spirochaetota
OTU_51108,Spirochaetota
OTU_51109,Elusimicrobiota
OTU_51110,Spirochaetota
OTU_51113,Spirochaetota
OTU_51115,Spirochaetota
OTU_51116,Spirochaetota
OTU_51117,Spirochaetota
OTU_51118,Spirochaetota
OTU_51120,Bacteroidota
OTU_51121,Spirochaetota
OTU_51122,Spirochaetota
OTU_51124,Spirochaetota
OTU_51126,Bacteroidota
OTU_51127,Spirochaetota
OTU_51128,Bacillota
OTU_51131,Elusimicrobiota
OTU_51132,Elusimicrobiota
OTU_51133,Elusimicrobiota
OTU_51134,Spirochaetota
OTU_51135,Spirochaetota
OTU_51136,Elusimicrobiota
OTU_51137,Bacteroidota
OTU_51139,Elusimicrobiota
OTU_51140,Bacteroidota
OTU_51141,Elusimicrobiota
OTU_51142,Pseudomonadota
OTU_51143,Planctomycetota
OTU_51144,Spirochaetota
OTU_51146,Elusimicrobiota
OTU_51147,Spirochaetota
OTU_51148,Elusimicrobiota
OTU_51149,Spirochaetota
OTU_51150,Pseudomonadota
OTU_51151,Spirochaetota
OTU_51152,Spirochaetota
OTU_51153,Spirochaetota
OTU_51154,Pseudomonadota
OTU_51155,Spirochaetota
OTU_51156,Bacillota
OTU_51157,Spirochaetota
OTU_51158,Elusimicrobiota
OTU_51159,Spirochaetota
OTU_51160,Pseudomonadota
OTU_51161,Pseudomonadota
OTU_51162,Elusimicrobiota
OTU_51163,Elusimicrobiota
OTU_51164,Spirochaetota
OTU_51165,Spirochaetota
OTU_51166,Bacteroidota
OTU_51167,Bacteroidota
OTU_51169,Elusimicrobiota
OTU_51171,Spirochaetota
OTU_51172,Spirochaetota
OTU_51173,Bacteroidota
OTU_51174,Bacteroidota
OTU_51176,Spirochaetota
OTU_51177,Spirochaetota
OTU_51178,Elusimicrobiota
OTU_51179,Elusimicrobiota
OTU_51180,Spirochaetota
OTU_51181,Elusimicrobiota
OTU_51182,Bacillota
OTU_51184,Bacillota
OTU_51186,Elusimicrobiota
OTU_51189,Elusimicrobiota
OTU_51190,Spirochaetota
OTU_51192,Elusimicrobiota
OTU_51193,Spirochaetota
OTU_51194,Spirochaetota
OTU_51195,Planctomycetota
OTU_51196,Planctomycetota
OTU_51197,Elusimicrobiota
OTU_51198,Elusimicrobiota
OTU_51199,Elusimicrobiota
OTU_51200,Spirochaetota
OTU_51201,Spirochaetota
OTU_51202,Spirochaetota
OTU_51203,Bacillota
OTU_51204,Bacillota
OTU_51205,Spirochaetota
OTU_51206,Spirochaetota
OTU_51207,Spirochaetota
OTU_51211,Spirochaetota
OTU_51212,Spirochaetota
OTU_51213,Actinomycetota
OTU_51215,Elusimicrobiota
OTU_51216,Actinomycetota
OTU_51217,Elusimicrobiota
OTU_51219,Spirochaetota
OTU_51220,Pseudomonadota
OTU_51221,Elusimicrobiota
OTU_51222,Elusimicrobiota
OTU_51223,Bacteroidota
OTU_51224,Spirochaetota
OTU_51225,Spirochaetota
OTU_51226,Spirochaetota
OTU_51227,Spirochaetota
OTU_51228,Spirochaetota
OTU_51229,Bacteroidota
OTU_51231,Spirochaetota
OTU_51232,Spirochaetota
OTU_51233,Spirochaetota
OTU_51234,Elusimicrobiota
OTU_51235,Bacillota
OTU_51236,Spirochaetota
OTU_51237,Spirochaetota
OTU_51239,Spirochaetota
OTU_51240,Spirochaetota
OTU_51241,Actinomycetota
OTU_51242,Elusimicrobiota
OTU_51244,Spirochaetota
OTU_51245,Spirochaetota
OTU_51246,Bacteroidota
OTU_51248,Synergistota
OTU_51249,Elusimicrobiota
OTU_51250,Spirochaetota
OTU_51251,Elusimicrobiota
OTU_51253,Spirochaetota
OTU_51254,Elusimicrobiota
OTU_51258,Spirochaetota
OTU_51259,Spirochaetota
OTU_51261,Spirochaetota
OTU_51262,Spirochaetota
OTU_51263,Spirochaetota
OTU_51264,Elusimicrobiota
OTU_51265,Spirochaetota
OTU_51266,Spirochaetota
OTU_51267,Bacteroidota
OTU_51268,Elusimicrobiota
OTU_51270,Spirochaetota
OTU_51271,Bacillota
OTU_51272,Bacteroidota
OTU_51273,Spirochaetota
OTU_51274,Bacillota
OTU_51275,Spirochaetota
OTU_51276,Bacillota
OTU_51277,Elusimicrobiota
OTU_51279,Elusimicrobiota
OTU_51281,Bacillota
OTU_51283,Spirochaetota
OTU_51284,Spirochaetota
OTU_51285,Elusimicrobiota
OTU_51286,Bacillota
OTU_51287,Elusimicrobiota
OTU_51289,Spirochaetota
OTU_51290,Bacillota
OTU_51293,Elusimicrobiota
OTU_51294,Elusimicrobiota
OTU_51295,Elusimicrobiota
OTU_51296,Bacillota
OTU_51297,Spirochaetota
OTU_51298,Spirochaetota
OTU_51299,Spirochaetota
OTU_51300,Spirochaetota
OTU_51301,Bacillota
OTU_51302,Spirochaetota
OTU_51303,Spirochaetota
OTU_51304,Spirochaetota
OTU_51305,Bacillota
OTU_51306,Elusimicrobiota
OTU_51307,Bacillota
OTU_51308,Pseudomonadota
OTU_51309,Spirochaetota
OTU_51310,Elusimicrobiota
OTU_51311,Spirochaetota
OTU_51312,Elusimicrobiota
OTU_51314,Elusimicrobiota
OTU_51316,Elusimicrobiota
OTU_51317,Bacillota
OTU_51318,Armatimonadota
OTU_51320,Bacillota
OTU_51321,Elusimicrobiota
OTU_51323,Spirochaetota
OTU_51324,Bacteroidota
OTU_51325,Elusimicrobiota
OTU_51327,Bacillota
OTU_51328,Elusimicrobiota
OTU_51329,Elusimicrobiota
OTU_51330,Spirochaetota
OTU_51331,Spirochaetota
OTU_51333,Spirochaetota
OTU_51334,Elusimicrobiota
OTU_51335,Bacillota
OTU_51336,Spirochaetota
OTU_51337,Pseudomonadota
OTU_51338,Spirochaetota
OTU_51339,Spirochaetota
OTU_51340,Bacillota
OTU_51341,Elusimicrobiota
OTU_51342,Bacillota
OTU_51343,Bacillota
OTU_51344,Spirochaetota
OTU_51346,Bacillota
OTU_51347,Spirochaetota
OTU_51349,Spirochaetota
OTU_51350,Elusimicrobiota
OTU_51352,Spirochaetota
OTU_51353,Spirochaetota
OTU_51354,Bacillota
OTU_51355,Elusimicrobiota
OTU_51357,Bacillota
OTU_51359,Spirochaetota
OTU_51360,Spirochaetota
OTU_51361,Spirochaetota
OTU_51362,Spirochaetota
OTU_51363,Spirochaetota
OTU_51364,Pseudomonadota
OTU_51365,Pseudomonadota
OTU_51367,Spirochaetota
OTU_51370,Bacillota
OTU_51371,Bacillota
OTU_51372,Elusimicrobiota
OTU_51373,Spirochaetota
OTU_51375,Spirochaetota
OTU_51377,Bacillota
OTU_51378,Elusimicrobiota
OTU_51382,Elusimicrobiota
OTU_51383,Bacillota
OTU_51384,Bacillota
OTU_51385,Spirochaetota
OTU_51386,Spirochaetota
OTU_51387,Spirochaetota
OTU_51388,Spirochaetota
OTU_51389,Spirochaetota
OTU_51390,Bacillota
OTU_51392,Elusimicrobiota
OTU_51393,Elusimicrobiota
OTU_51394,Pseudomonadota
OTU_51395,Elusimicrobiota
OTU_51396,Spirochaetota
OTU_51398,Bacteroidota
OTU_51399,Elusimicrobiota
OTU_51400,Elusimicrobiota
OTU_51401,Elusimicrobiota
OTU_51402,Pseudomonadota
OTU_51403,Spirochaetota
OTU_51404,Spirochaetota
OTU_51405,Elusimicrobiota
OTU_51406,Spirochaetota
OTU_51408,Bacillota
OTU_51409,Spirochaetota
OTU_51411,Elusimicrobiota
OTU_51412,Elusimicrobiota
OTU_51413,Elusimicrobiota
OTU_51415,Elusimicrobiota
OTU_51416,Bacillota
OTU_51417,Bacillota
OTU_51418,Elusimicrobiota
OTU_51419,Spirochaetota
OTU_51421,Spirochaetota
OTU_51422,Spirochaetota
OTU_51423,Spirochaetota
OTU_51424,Bacillota
OTU_51425,Bacteroidota
OTU_51426,Bacteroidota
OTU_51428,Elusimicrobiota
OTU_51429,Spirochaetota
OTU_51430,Spirochaetota
OTU_51431,Spirochaetota
OTU_51432,Elusimicrobiota
OTU_51433,Elusimicrobiota
OTU_51434,Spirochaetota
OTU_51435,Bacillota
OTU_51436,Elusimicrobiota
OTU_51437,Spirochaetota
OTU_51438,Spirochaetota
OTU_51441,Spirochaetota
OTU_51443,Spirochaetota
OTU_51444,Elusimicrobiota
OTU_51445,Elusimicrobiota
OTU_51446,Spirochaetota
OTU_51447,Spirochaetota
OTU_51448,Elusimicrobiota
OTU_51449,Elusimicrobiota
OTU_51450,Bacteroidota
OTU_51451,Spirochaetota
OTU_51453,Elusimicrobiota
OTU_51454,Elusimicrobiota
OTU_51455,Spirochaetota
OTU_51456,Spirochaetota
OTU_51457,Spirochaetota
OTU_51459,Elusimicrobiota
OTU_51460,Spirochaetota
OTU_51462,Spirochaetota
OTU_51464,Spirochaetota
OTU_51465,Bacillota
OTU_51466,Spirochaetota
OTU_51467,Spirochaetota
OTU_51468,Actinomycetota
OTU_51469,Elusimicrobiota
OTU_51470,Spirochaetota
OTU_51471,Bacteroidota
OTU_51472,Spirochaetota
OTU_51474,Elusimicrobiota
OTU_51475,Elusimicrobiota
OTU_51476,Bacillota
OTU_51477,Spirochaetota
OTU_51478,Elusimicrobiota
OTU_51480,Spirochaetota
OTU_51481,Elusimicrobiota
OTU_51482,Spirochaetota
OTU_51483,Spirochaetota
OTU_51484,Spirochaetota
OTU_51485,Spirochaetota
OTU_51486,Spirochaetota
OTU_51487,Spirochaetota
OTU_51490,Elusimicrobiota
OTU_51491,Pseudomonadota
OTU_51492,Spirochaetota
OTU_51493,Spirochaetota
OTU_51494,Elusimicrobiota
OTU_51496,Bacillota
OTU_51498,Spirochaetota
OTU_51499,Spirochaetota
OTU_51500,Spirochaetota
OTU_51501,Elusimicrobiota
OTU_51502,Bacillota
OTU_51503,Bacillota
OTU_51504,Elusimicrobiota
OTU_51506,Spirochaetota
OTU_51507,Elusimicrobiota
OTU_51508,Elusimicrobiota
OTU_51511,Bacillota
OTU_51512,Elusimicrobiota
OTU_51513,Elusimicrobiota
OTU_51514,Spirochaetota
OTU_51515,Elusimicrobiota
OTU_51517,Elusimicrobiota
OTU_51518,Spirochaetota
OTU_51519,Spirochaetota
OTU_51521,Bacillota
OTU_51523,Elusimicrobiota
OTU_51524,Elusimicrobiota
OTU_51525,Spirochaetota
OTU_51526,Spirochaetota
OTU_51528,Spirochaetota
OTU_51529,Spirochaetota
OTU_51530,Spirochaetota
OTU_51531,Spirochaetota
OTU_51533,Elusimicrobiota
OTU_51538,Elusimicrobiota
OTU_51540,Spirochaetota
OTU_51541,Bacillota
OTU_51543,Elusimicrobiota
OTU_51544,Elusimicrobiota
OTU_51545,Pseudomonadota
OTU_51546,Elusimicrobiota
OTU_51547,Bacteroidota
OTU_51548,Bacillota
OTU_51550,Elusimicrobiota
OTU_51552,Spirochaetota
OTU_51554,Elusimicrobiota
OTU_51555,Spirochaetota
OTU_51556,Elusimicrobiota
OTU_51557,Pseudomonadota
OTU_51558,Spirochaetota
OTU_51559,Bacillota
OTU_51561,Bacillota
OTU_51563,Elusimicrobiota
OTU_51564,Elusimicrobiota
OTU_51565,Bacillota
OTU_51567,Spirochaetota
OTU_51568,Spirochaetota
OTU_51569,Spirochaetota
OTU_51570,Spirochaetota
OTU_51571,Planctomycetota
OTU_51572,Spirochaetota
OTU_51573,Spirochaetota
OTU_51575,Spirochaetota
OTU_51576,Bacteroidota
OTU_51577,Spirochaetota
OTU_51578,Elusimicrobiota
OTU_51579,Elusimicrobiota
OTU_51580,Elusimicrobiota
OTU_51581,Pseudomonadota
OTU_51583,Spirochaetota
OTU_51585,Spirochaetota
OTU_51586,Spirochaetota
OTU_51587,Spirochaetota
OTU_51588,Spirochaetota
OTU_51590,Spirochaetota
OTU_51592,Bacillota
OTU_51593,Spirochaetota
OTU_51594,Spirochaetota
OTU_51596,Spirochaetota
OTU_51597,Bacillota
OTU_51599,Spirochaetota
OTU_51602,Bacillota
OTU_51603,Spirochaetota
OTU_51604,Bacillota
OTU_51606,Elusimicrobiota
OTU_51609,Elusimicrobiota
OTU_51611,Spirochaetota
OTU_51612,Bacillota
OTU_51613,Synergistota
OTU_51614,Spirochaetota
OTU_51615,Elusimicrobiota
OTU_51617,Elusimicrobiota
OTU_51618,Bacillota
OTU_51619,Pseudomonadota
OTU_51620,Bacillota
OTU_51621,Elusimicrobiota
OTU_51622,Spirochaetota
OTU_51623,Spirochaetota
OTU_51624,Elusimicrobiota
OTU_51625,Bacteroidota
OTU_51626,Elusimicrobiota
OTU_51627,Elusimicrobiota
OTU_51628,Spirochaetota
OTU_51629,Spirochaetota
OTU_51630,Spirochaetota
OTU_51631,Spirochaetota
OTU_51632,Bacillota
OTU_51633,Elusimicrobiota
OTU_51634,Elusimicrobiota
OTU_51635,Spirochaetota
OTU_51636,Elusimicrobiota
OTU_51637,Elusimicrobiota
OTU_51639,Bacillota
OTU_51641,Bacteroidota
OTU_51642,Spirochaetota
OTU_51643,Elusimicrobiota
OTU_51644,Elusimicrobiota
OTU_51645,Spirochaetota
OTU_51646,Pseudomonadota
OTU_51647,Elusimicrobiota
OTU_51649,Elusimicrobiota
OTU_51652,Elusimicrobiota
OTU_51653,Spirochaetota
OTU_51655,Bacillota
OTU_51656,Bacillota
OTU_51657,Spirochaetota
OTU_51658,Spirochaetota
OTU_51659,Spirochaetota
OTU_51661,Spirochaetota
OTU_51663,Elusimicrobiota
OTU_51664,Elusimicrobiota
OTU_51665,Spirochaetota
OTU_51666,Elusimicrobiota
OTU_51669,Bacillota
OTU_51670,Spirochaetota
OTU_51671,Elusimicrobiota
OTU_51672,Spirochaetota
OTU_51674,Spirochaetota
OTU_51675,Elusimicrobiota
OTU_51676,Spirochaetota
OTU_51677,Elusimicrobiota
OTU_51679,Bacillota
OTU_51681,Spirochaetota
OTU_51682,Actinomycetota
OTU_51684,Bacteroidota
OTU_51685,Bacteroidota
OTU_51686,Spirochaetota
OTU_51688,Bacteroidota
OTU_51689,Bacteroidota
OTU_51691,Spirochaetota
OTU_51692,Bacteroidota
OTU_51693,Elusimicrobiota
OTU_51695,Spirochaetota
OTU_51696,Spirochaetota
OTU_51697,Elusimicrobiota
OTU_51698,Spirochaetota
OTU_51699,Spirochaetota
OTU_51700,Spirochaetota
OTU_51701,Spirochaetota
OTU_51705,Bacillota
OTU_51706,Elusimicrobiota
OTU_51707,Spirochaetota
OTU_51709,Elusimicrobiota
OTU_51710,Bacillota
OTU_51711,Spirochaetota
OTU_51713,Bacillota
OTU_51715,Spirochaetota
OTU_51718,Bacillota
OTU_51719,Bacillota
OTU_51720,Bacillota
OTU_51721,Elusimicrobiota
OTU_51722,Spirochaetota
OTU_51724,Bacteroidota
OTU_51725,Spirochaetota
OTU_51727,Spirochaetota
OTU_51728,Spirochaetota
OTU_51729,Spirochaetota
OTU_51730,Bacteroidota
OTU_51731,Elusimicrobiota
OTU_51732,Elusimicrobiota
OTU_51733,Elusimicrobiota
OTU_51734,Spirochaetota
OTU_51735,Spirochaetota
OTU_51737,Elusimicrobiota
OTU_51739,Actinomycetota
OTU_51740,Elusimicrobiota
OTU_51741,Bacillota
OTU_51742,Elusimicrobiota
OTU_51743,Elusimicrobiota
OTU_51744,Bacillota
OTU_51746,Spirochaetota
OTU_51747,Elusimicrobiota
OTU_51749,Spirochaetota
OTU_51750,Spirochaetota
OTU_51752,Elusimicrobiota
OTU_51753,Elusimicrobiota
OTU_51754,Elusimicrobiota
OTU_51755,Spirochaetota
OTU_51756,Elusimicrobiota
OTU_51757,Elusimicrobiota
OTU_51758,Spirochaetota
OTU_51759,Spirochaetota
OTU_51760,Bacillota
OTU_51761,Mycoplasmatota
OTU_51762,Spirochaetota
OTU_51763,Elusimicrobiota
OTU_51764,Spirochaetota
OTU_51765,Spirochaetota
OTU_51769,Elusimicrobiota
OTU_51770,Elusimicrobiota
OTU_51774,Spirochaetota
OTU_51775,Spirochaetota
OTU_51776,Elusimicrobiota
OTU_51777,Elusimicrobiota
OTU_51778,Bacteroidota
OTU_51780,Elusimicrobiota
OTU_51781,Elusimicrobiota
OTU_51782,Elusimicrobiota
OTU_51784,Pseudomonadota
OTU_51785,Spirochaetota
OTU_51786,Bacteroidota
OTU_51787,Spirochaetota
OTU_51788,Bacteroidota
OTU_51789,Bacteroidota
OTU_51791,Elusimicrobiota
OTU_51793,Spirochaetota
OTU_51795,Elusimicrobiota
OTU_51796,Elusimicrobiota
OTU_51797,Spirochaetota
OTU_51798,Bacillota
OTU_51799,Bacillota
OTU_51800,Elusimicrobiota
OTU_51801,Spirochaetota
OTU_51802,Spirochaetota
OTU_51803,Elusimicrobiota
OTU_51804,Elusimicrobiota
OTU_51806,Spirochaetota
OTU_51808,Spirochaetota
OTU_51809,Spirochaetota
OTU_51810,Spirochaetota
OTU_51811,Bacillota
OTU_51812,Spirochaetota
OTU_51813,Spirochaetota
OTU_51814,Elusimicrobiota
OTU_51815,Elusimicrobiota
OTU_51816,Spirochaetota
OTU_51817,Elusimicrobiota
OTU_51818,Bacteroidota
OTU_51819,Elusimicrobiota
OTU_51820,Elusimicrobiota
OTU_51821,Spirochaetota
OTU_51823,Elusimicrobiota
OTU_51824,Synergistota
OTU_51827,Bacteroidota
OTU_51828,Spirochaetota
