OTU,Phylum
OTU_17500,Spirochaetota
OTU_17501,Bacillota
OTU_17502,Spirochaetota
OTU_17504,Elusimicrobiota
OTU_17506,Spirochaetota
OTU_17508,Spirochaetota
OTU_17509,Spirochaetota
OTU_17510,Spirochaetota
OTU_17511,Spirochaetota
OTU_17512,Thermotogota
OTU_17513,Elusimicrobiota
OTU_17515,Spirochaetota
OTU_17516,Spirochaetota
OTU_17518,Candidatus
OTU_17519,Spirochaetota
OTU_17521,Spirochaetota
OTU_17523,Spirochaetota
OTU_17526,Spirochaetota
OTU_17532,Spirochaetota
OTU_17533,Bacillota
OTU_17534,Spirochaetota
OTU_17535,Elusimicrobiota
OTU_17537,Spirochaetota
OTU_17540,Spirochaetota
OTU_17541,Spirochaetota
OTU_17544,Spirochaetota
OTU_17545,Spirochaetota
OTU_17546,Spirochaetota
OTU_17548,Spirochaetota
OTU_17550,Spirochaetota
OTU_17551,Spirochaetota
OTU_17554,Spirochaetota
OTU_17556,Spirochaetota
OTU_17557,Spirochaetota
OTU_17560,Bacillota
OTU_17561,Spirochaetota
OTU_17565,Spirochaetota
OTU_17566,Spirochaetota
OTU_17567,Spirochaetota
OTU_17568,Bacteroidota
OTU_17569,Spirochaetota
OTU_17572,Elusimicrobiota
OTU_17573,Spirochaetota
OTU_17576,Elusimicrobiota
OTU_17577,Bacillota
OTU_17578,Elusimicrobiota
OTU_17579,Elusimicrobiota
OTU_17581,Bacillota
OTU_17583,Spirochaetota
OTU_17584,Spirochaetota
OTU_17586,Spirochaetota
OTU_17589,Spirochaetota
OTU_17592,Spirochaetota
OTU_17593,Spirochaetota
OTU_17596,Spirochaetota
OTU_17598,Spirochaetota
OTU_17599,Spirochaetota
OTU_17600,Spirochaetota
OTU_17601,Spirochaetota
OTU_17602,Elusimicrobiota
OTU_17603,Elusimicrobiota
OTU_17607,Elusimicrobiota
OTU_17610,Spirochaetota
OTU_17611,Spirochaetota
OTU_17612,Elusimicrobiota
OTU_17614,Spirochaetota
OTU_17615,Spirochaetota
OTU_17616,Spirochaetota
OTU_17617,Spirochaetota
OTU_17618,Spirochaetota
OTU_17619,Bacillota
OTU_17621,Spirochaetota
OTU_17622,Spirochaetota
OTU_17627,Bacillota
OTU_17628,Spirochaetota
OTU_17629,Bacillota
OTU_17631,Elusimicrobiota
OTU_17632,Bacteroidota
OTU_17633,Spirochaetota
OTU_17636,Elusimicrobiota
OTU_17642,Spirochaetota
OTU_17644,Bacillota
OTU_17646,Bacillota
OTU_17647,Elusimicrobiota
OTU_17650,Bacteroidota
OTU_17653,Elusimicrobiota
OTU_17654,Spirochaetota
OTU_17655,Spirochaetota
OTU_17656,Spirochaetota
OTU_17657,Spirochaetota
OTU_17658,Elusimicrobiota
OTU_17659,Elusimicrobiota
OTU_17660,Elusimicrobiota
OTU_17662,Bacteroidota
OTU_17664,Spirochaetota
OTU_17667,Spirochaetota
OTU_17669,Spirochaetota
OTU_17670,Bacillota
OTU_17671,Elusimicrobiota
OTU_17672,Spirochaetota
OTU_17673,Spirochaetota
OTU_17675,Spirochaetota
OTU_17676,Spirochaetota
OTU_17677,Spirochaetota
OTU_17678,Spirochaetota
OTU_17679,Spirochaetota
OTU_17680,Bacteroidota
OTU_17681,Spirochaetota
OTU_17683,Spirochaetota
OTU_17686,Bacillota
OTU_17688,Spirochaetota
OTU_17691,Spirochaetota
OTU_17692,Spirochaetota
OTU_17696,Spirochaetota
OTU_17700,Spirochaetota
OTU_17701,Spirochaetota
OTU_17702,Bacteroidota
OTU_17705,Spirochaetota
OTU_17709,Spirochaetota
OTU_17710,Spirochaetota
OTU_17711,Spirochaetota
OTU_17714,Spirochaetota
OTU_17716,Spirochaetota
OTU_17719,Spirochaetota
OTU_17721,Spirochaetota
OTU_17722,Elusimicrobiota
OTU_17723,Elusimicrobiota
OTU_17724,Bacillota
OTU_17725,Spirochaetota
OTU_17727,Spirochaetota
OTU_17728,Bacteroidota
OTU_17734,Spirochaetota
OTU_17736,Bacillota
OTU_17739,Bacillota
OTU_17743,Spirochaetota
OTU_17744,Bacillota
OTU_17745,Spirochaetota
OTU_17747,Elusimicrobiota
OTU_17748,Spirochaetota
OTU_17749,Spirochaetota
OTU_17750,Spirochaetota
OTU_17751,Spirochaetota
OTU_17752,Spirochaetota
OTU_17754,Bacillota
OTU_17756,Elusimicrobiota
OTU_17758,Elusimicrobiota
OTU_17759,Spirochaetota
OTU_17760,Spirochaetota
OTU_17761,Bacillota
OTU_17762,Spirochaetota
OTU_17767,Spirochaetota
OTU_17769,Pseudomonadota
OTU_17771,Elusimicrobiota
OTU_17772,Pseudomonadota
OTU_17773,Spirochaetota
OTU_17775,Spirochaetota
OTU_17777,Elusimicrobiota
OTU_17779,Spirochaetota
OTU_17780,Spirochaetota
OTU_17781,Spirochaetota
OTU_17782,Bacillota
OTU_17783,Spirochaetota
OTU_17785,Spirochaetota
OTU_17786,Bacillota
OTU_17787,Actinomycetota
OTU_17788,Spirochaetota
OTU_17791,Spirochaetota
OTU_17792,Spirochaetota
OTU_17793,Spirochaetota
OTU_17795,Bacteroidota
OTU_17796,Spirochaetota
OTU_17798,Spirochaetota
OTU_17799,Spirochaetota
OTU_17801,Elusimicrobiota
OTU_17802,Bacillota
OTU_17803,Elusimicrobiota
OTU_17806,Spirochaetota
OTU_17809,Spirochaetota
OTU_17810,Spirochaetota
OTU_17815,Spirochaetota
OTU_17816,Spirochaetota
OTU_17817,Elusimicrobiota
OTU_17820,Spirochaetota
OTU_17821,Spirochaetota
OTU_17824,Elusimicrobiota
OTU_17825,Actinomycetota
OTU_17827,Spirochaetota
OTU_17830,Elusimicrobiota
OTU_17834,Spirochaetota
OTU_17836,Bacillota
OTU_17837,Spirochaetota
OTU_17839,Actinomycetota
OTU_17840,Elusimicrobiota
OTU_17842,Elusimicrobiota
OTU_17843,Pseudomonadota
OTU_17844,Elusimicrobiota
OTU_17845,Spirochaetota
OTU_17846,Spirochaetota
OTU_17848,Bacillota
OTU_17850,Spirochaetota
OTU_17851,Bacillota
OTU_17852,Bacteroidota
OTU_17854,Bacillota
OTU_17855,Spirochaetota
OTU_17856,Spirochaetota
OTU_17857,Spirochaetota
OTU_17858,Elusimicrobiota
OTU_17859,Bacillota
OTU_17860,Elusimicrobiota
OTU_17861,Spirochaetota
OTU_17862,Spirochaetota
OTU_17863,Spirochaetota
OTU_17864,Spirochaetota
OTU_17865,Spirochaetota
OTU_17866,Spirochaetota
OTU_17872,Spirochaetota
OTU_17873,Spirochaetota
OTU_17874,Elusimicrobiota
OTU_17876,Bacillota
OTU_17877,Spirochaetota
OTU_17878,Bacteroidota
OTU_17879,Elusimicrobiota
OTU_17880,Spirochaetota
OTU_17881,Spirochaetota
OTU_17884,Spirochaetota
OTU_17885,Bacteroidota
OTU_17887,Bacillota
OTU_17889,Spirochaetota
OTU_17890,Spirochaetota
OTU_17891,Bacillota
OTU_17894,Spirochaetota
OTU_17895,Spirochaetota
OTU_17896,Bacillota
OTU_17900,Spirochaetota
OTU_17903,Bacteroidota
OTU_17904,Elusimicrobiota
OTU_17905,Bacillota
OTU_17906,Spirochaetota
OTU_17909,Spirochaetota
OTU_17910,Bacillota
OTU_17911,Spirochaetota
OTU_17913,Spirochaetota
OTU_17915,Spirochaetota
OTU_17917,Elusimicrobiota
OTU_17921,Spirochaetota
OTU_17922,Spirochaetota
OTU_17924,Bacillota
OTU_17925,Bacillota
OTU_17926,Spirochaetota
OTU_17927,Bacteroidota
OTU_17928,Elusimicrobiota
OTU_17929,Spirochaetota
OTU_17930,Spirochaetota
OTU_17934,Elusimicrobiota
OTU_17935,Spirochaetota
OTU_17937,Bacillota
OTU_17938,Spirochaetota
OTU_17939,Spirochaetota
OTU_17940,Fusobacteriota
OTU_17941,Spirochaetota
OTU_17942,Elusimicrobiota
OTU_17945,Spirochaetota
OTU_17946,Spirochaetota
OTU_17947,Spirochaetota
OTU_17948,Spirochaetota
OTU_17950,Bacteroidota
OTU_17951,Elusimicrobiota
OTU_17953,Elusimicrobiota
OTU_17955,Elusimicrobiota
OTU_17956,Spirochaetota
OTU_17957,Spirochaetota
OTU_17958,Elusimicrobiota
OTU_17959,Spirochaetota
OTU_17960,Bacillota
OTU_17961,Bacillota
OTU_17963,Spirochaetota
OTU_17964,Elusimicrobiota
OTU_17966,Spirochaetota
OTU_17970,Spirochaetota
OTU_17974,Spirochaetota
OTU_17976,Spirochaetota
OTU_17977,Spirochaetota
OTU_17978,Spirochaetota
OTU_17980,Spirochaetota
OTU_17981,Spirochaetota
OTU_17983,Spirochaetota
OTU_17985,Spirochaetota
OTU_17986,Bacillota
OTU_17990,Spirochaetota
OTU_17992,Elusimicrobiota
OTU_17996,Elusimicrobiota
OTU_17997,Spirochaetota
OTU_17999,Spirochaetota
OTU_18001,Spirochaetota
OTU_18002,Spirochaetota
OTU_18003,Spirochaetota
OTU_18004,Spirochaetota
OTU_18006,Spirochaetota
OTU_18007,Bacillota
OTU_18008,Elusimicrobiota
OTU_18009,Spirochaetota
OTU_18010,Spirochaetota
OTU_18011,Pseudomonadota
OTU_18013,Bacillota
OTU_18014,Spirochaetota
OTU_18015,Spirochaetota
OTU_18019,Elusimicrobiota
OTU_18020,Spirochaetota
OTU_18021,Actinomycetota
OTU_18024,Spirochaetota
OTU_18025,Spirochaetota
OTU_18026,Spirochaetota
OTU_18027,Spirochaetota
OTU_18028,Spirochaetota
OTU_18029,Bacteroidota
OTU_18030,Spirochaetota
OTU_18032,Bacillota
OTU_18034,Spirochaetota
OTU_18035,Spirochaetota
OTU_18037,Spirochaetota
OTU_18039,Spirochaetota
OTU_18040,Spirochaetota
OTU_18041,Elusimicrobiota
OTU_18042,Spirochaetota
OTU_18044,Spirochaetota
OTU_18047,Spirochaetota
OTU_18049,Spirochaetota
OTU_18050,Spirochaetota
OTU_18051,Elusimicrobiota
OTU_18054,Bacillota
OTU_18055,Elusimicrobiota
OTU_18056,Spirochaetota
OTU_18058,Spirochaetota
OTU_18062,Spirochaetota
OTU_18063,Spirochaetota
OTU_18064,Actinomycetota
OTU_18065,Candidatus
OTU_18068,Spirochaetota
OTU_18069,Spirochaetota
OTU_18070,Spirochaetota
OTU_18071,Elusimicrobiota
OTU_18072,Spirochaetota
OTU_18074,Elusimicrobiota
OTU_18075,Elusimicrobiota
OTU_18077,Spirochaetota
OTU_18079,Spirochaetota
OTU_18080,Spirochaetota
OTU_18082,Spirochaetota
OTU_18085,Elusimicrobiota
OTU_18088,Bacteroidota
OTU_18089,Spirochaetota
OTU_18090,Spirochaetota
OTU_18092,Spirochaetota
OTU_18093,Spirochaetota
OTU_18094,Spirochaetota
OTU_18095,Bacteroidota
OTU_18096,Spirochaetota
OTU_18098,Spirochaetota
OTU_18099,Spirochaetota
OTU_18101,Spirochaetota
OTU_18103,Spirochaetota
OTU_18106,Elusimicrobiota
OTU_18107,Spirochaetota
OTU_18110,Spirochaetota
OTU_18112,Bacillota
OTU_18113,Spirochaetota
OTU_18116,Spirochaetota
OTU_18117,Bacillota
OTU_18118,Spirochaetota
OTU_18119,Candidatus
OTU_18120,Pseudomonadota
OTU_18121,Bacillota
OTU_18122,Spirochaetota
OTU_18123,Spirochaetota
OTU_18124,Candidatus
OTU_18126,Spirochaetota
OTU_18127,Bacillota
OTU_18128,Spirochaetota
OTU_18131,Spirochaetota
OTU_18134,Spirochaetota
OTU_18137,Spirochaetota
OTU_18139,Spirochaetota
OTU_18141,Spirochaetota
OTU_18143,Spirochaetota
OTU_18145,Spirochaetota
OTU_18146,Bacillota
OTU_18147,Spirochaetota
OTU_18150,Spirochaetota
OTU_18151,Elusimicrobiota
OTU_18152,Elusimicrobiota
OTU_18153,Spirochaetota
OTU_18154,Bacillota
OTU_18155,Elusimicrobiota
OTU_18156,Spirochaetota
OTU_18157,Spirochaetota
OTU_18159,Spirochaetota
OTU_18160,Spirochaetota
OTU_18161,Spirochaetota
OTU_18164,Spirochaetota
OTU_18165,Pseudomonadota
OTU_18167,Spirochaetota
OTU_18171,Spirochaetota
OTU_18172,Actinomycetota
OTU_18174,Bacteroidota
OTU_18175,Spirochaetota
OTU_18176,Bacillota
OTU_18177,Spirochaetota
OTU_18178,Spirochaetota
OTU_18179,Spirochaetota
OTU_18180,Elusimicrobiota
OTU_18181,Spirochaetota
OTU_18182,Spirochaetota
OTU_18184,Spirochaetota
OTU_18186,Spirochaetota
OTU_18187,Elusimicrobiota
OTU_18189,Elusimicrobiota
OTU_18191,Spirochaetota
OTU_18192,Elusimicrobiota
OTU_18193,Elusimicrobiota
OTU_18194,Spirochaetota
OTU_18195,Bacillota
OTU_18196,Spirochaetota
OTU_18197,Spirochaetota
OTU_18199,Spirochaetota
OTU_18200,Spirochaetota
OTU_18204,Bacillota
OTU_18205,Bacillota
OTU_18206,Bacillota
OTU_18211,Elusimicrobiota
OTU_18212,Bacillota
OTU_18214,Spirochaetota
OTU_18215,Elusimicrobiota
OTU_18217,Spirochaetota
OTU_18219,Spirochaetota
OTU_18223,Actinomycetota
OTU_18226,Elusimicrobiota
OTU_18227,Spirochaetota
OTU_18228,Spirochaetota
OTU_18229,Spirochaetota
OTU_18233,Spirochaetota
OTU_18234,Spirochaetota
OTU_18236,Spirochaetota
OTU_18238,Spirochaetota
OTU_18239,Spirochaetota
OTU_18240,Spirochaetota
OTU_18241,Spirochaetota
OTU_18242,Bacillota
OTU_18243,Elusimicrobiota
OTU_18245,Candidatus
OTU_18246,Elusimicrobiota
OTU_18251,Spirochaetota
OTU_18254,Spirochaetota
OTU_18255,Spirochaetota
OTU_18256,Bacillota
OTU_18257,Elusimicrobiota
OTU_18258,Spirochaetota
OTU_18259,Spirochaetota
OTU_18260,Spirochaetota
OTU_18261,Spirochaetota
OTU_18262,Spirochaetota
OTU_18263,Spirochaetota
OTU_18264,Bacillota
OTU_18265,Spirochaetota
OTU_18266,Spirochaetota
OTU_18267,Spirochaetota
OTU_18269,Spirochaetota
OTU_18270,Spirochaetota
OTU_18271,Spirochaetota
OTU_18273,Spirochaetota
OTU_18275,Spirochaetota
OTU_18276,Spirochaetota
OTU_18277,Elusimicrobiota
OTU_18278,Spirochaetota
OTU_18280,Elusimicrobiota
OTU_18281,Spirochaetota
OTU_18282,Planctomycetota
OTU_18286,Spirochaetota
OTU_18287,Bacteroidota
OTU_18288,Elusimicrobiota
OTU_18289,Bacteroidota
OTU_18290,Spirochaetota
OTU_18294,Bacteroidota
OTU_18297,Spirochaetota
OTU_18298,Spirochaetota
OTU_18300,Synergistota
OTU_18301,Spirochaetota
OTU_18302,Spirochaetota
OTU_18308,Elusimicrobiota
OTU_18311,Bacteroidota
OTU_18314,Actinomycetota
OTU_18316,Elusimicrobiota
OTU_18317,Spirochaetota
OTU_18318,Spirochaetota
OTU_18319,Spirochaetota
OTU_18320,Bacteroidota
OTU_18322,Elusimicrobiota
OTU_18323,Spirochaetota
OTU_18328,Spirochaetota
OTU_18329,Spirochaetota
OTU_18332,Spirochaetota
OTU_18335,Elusimicrobiota
OTU_18336,Bacillota
OTU_18341,Spirochaetota
OTU_18343,Elusimicrobiota
OTU_18347,Elusimicrobiota
OTU_18348,Bacillota
OTU_18349,Spirochaetota
OTU_18350,Spirochaetota
OTU_18355,Spirochaetota
OTU_18356,Spirochaetota
OTU_18358,Actinomycetota
OTU_18362,Elusimicrobiota
OTU_18366,Spirochaetota
OTU_18369,Bacillota
OTU_18371,Spirochaetota
OTU_18372,Spirochaetota
OTU_18373,Elusimicrobiota
OTU_18374,Bacteroidota
OTU_18376,Elusimicrobiota
OTU_18380,Bacillota
OTU_18382,Spirochaetota
OTU_18384,Spirochaetota
OTU_18385,Spirochaetota
OTU_18388,Bacillota
OTU_18389,Spirochaetota
OTU_18390,Spirochaetota
OTU_18391,Spirochaetota
OTU_18392,Spirochaetota
OTU_18394,Spirochaetota
OTU_18395,Elusimicrobiota
OTU_18397,Actinomycetota
OTU_18400,Spirochaetota
OTU_18401,Bacillota
OTU_18402,Spirochaetota
OTU_18403,Spirochaetota
OTU_18406,Spirochaetota
OTU_18408,Spirochaetota
OTU_18409,Spirochaetota
OTU_18410,Pseudomonadota
OTU_18412,Bacteroidota
OTU_18413,Spirochaetota
OTU_18415,Spirochaetota
OTU_18416,Spirochaetota
OTU_18419,Spirochaetota
OTU_18422,Bacillota
OTU_18423,Bacillota
OTU_18425,Elusimicrobiota
OTU_18426,Spirochaetota
OTU_18427,Actinomycetota
OTU_18428,Elusimicrobiota
OTU_18429,Bacillota
OTU_18430,Spirochaetota
OTU_18432,Spirochaetota
OTU_18433,Spirochaetota
OTU_18434,Bacillota
OTU_18435,Spirochaetota
OTU_18436,Bacillota
OTU_18437,Spirochaetota
OTU_18438,Spirochaetota
OTU_18439,Elusimicrobiota
OTU_18441,Spirochaetota
OTU_18442,Spirochaetota
OTU_18444,Spirochaetota
OTU_18449,Elusimicrobiota
OTU_18451,Spirochaetota
OTU_18452,Spirochaetota
OTU_18454,Spirochaetota
OTU_18456,Spirochaetota
OTU_18458,Bacillota
OTU_18459,Spirochaetota
OTU_18460,Spirochaetota
OTU_18462,Spirochaetota
OTU_18464,Spirochaetota
OTU_18465,Elusimicrobiota
OTU_18466,Spirochaetota
OTU_18467,Actinomycetota
OTU_18468,Bacillota
OTU_18469,Elusimicrobiota
OTU_18470,Elusimicrobiota
OTU_18471,Spirochaetota
OTU_18472,Bacillota
OTU_18474,Spirochaetota
OTU_18475,Spirochaetota
OTU_18478,Spirochaetota
OTU_18479,Spirochaetota
OTU_18480,Spirochaetota
OTU_18481,Spirochaetota
OTU_18483,Bacillota
OTU_18487,Bacteroidota
OTU_18488,Elusimicrobiota
OTU_18490,Elusimicrobiota
OTU_18491,Spirochaetota
OTU_18494,Spirochaetota
OTU_18495,Spirochaetota
OTU_18496,Spirochaetota
OTU_18500,Elusimicrobiota
OTU_18503,Spirochaetota
OTU_18504,Bacillota
OTU_18505,Spirochaetota
OTU_18506,Elusimicrobiota
OTU_18508,Actinomycetota
OTU_18510,Bacillota
OTU_18511,Spirochaetota
OTU_18513,Bacillota
OTU_18514,Pseudomonadota
OTU_18515,Actinomycetota
OTU_18516,Bacteroidota
OTU_18517,Elusimicrobiota
OTU_18520,Elusimicrobiota
OTU_18522,Pseudomonadota
OTU_18523,Spirochaetota
OTU_18524,Spirochaetota
OTU_18526,Spirochaetota
OTU_18528,Spirochaetota
OTU_18529,Spirochaetota
OTU_18530,Spirochaetota
OTU_18533,Spirochaetota
OTU_18535,Spirochaetota
OTU_18536,Spirochaetota
OTU_18540,Spirochaetota
OTU_18541,Spirochaetota
OTU_18542,Spirochaetota
OTU_18544,Spirochaetota
OTU_18546,Spirochaetota
OTU_18547,Bacteroidota
OTU_18548,Planctomycetota
OTU_18549,Bacteroidota
OTU_18550,Pseudomonadota
OTU_18551,Bacillota
OTU_18552,Pseudomonadota
OTU_18554,Pseudomonadota
OTU_18557,Pseudomonadota
OTU_18558,Bacillota
OTU_18559,Bacillota
OTU_18560,Pseudomonadota
OTU_18563,Bacillota
OTU_18564,Bacteroidota
OTU_18565,Bacteroidota
OTU_18566,Bacillota
OTU_18567,Bacteroidota
OTU_18569,Bacillota
OTU_18570,Elusimicrobiota
OTU_18572,Elusimicrobiota
OTU_18573,Spirochaetota
OTU_18574,Bacillota
OTU_18575,Bacteroidota
OTU_18576,Spirochaetota
OTU_18580,Pseudomonadota
OTU_18581,Bacillota
OTU_18583,Bacillota
OTU_18584,Spirochaetota
OTU_18585,Spirochaetota
OTU_18587,Bacteroidota
OTU_18589,Bacteroidota
OTU_18590,Spirochaetota
OTU_18591,Bacteroidota
OTU_18592,Elusimicrobiota
OTU_18593,Spirochaetota
OTU_18594,Bacillota
OTU_18597,Bacillota
OTU_18598,Bacillota
OTU_18599,Spirochaetota
OTU_18600,Actinomycetota
OTU_18601,Bacillota
OTU_18603,Elusimicrobiota
OTU_18604,Pseudomonadota
OTU_18605,Pseudomonadota
OTU_18606,Elusimicrobiota
OTU_18608,Bacillota
OTU_18609,Bacteroidota
OTU_18610,Pseudomonadota
OTU_18611,Bacillota
OTU_18612,Chloroflexota
OTU_18613,Bacteroidota
OTU_18614,Bacillota
OTU_18616,Pseudomonadota
OTU_18618,Pseudomonadota
OTU_18619,Spirochaetota
OTU_18621,Bacteroidota
OTU_18623,Pseudomonadota
OTU_18625,Elusimicrobiota
OTU_18627,Spirochaetota
OTU_18628,Spirochaetota
OTU_18629,Pseudomonadota
OTU_18631,Pseudomonadota
OTU_18632,Bacillota
OTU_18633,Pseudomonadota
OTU_18634,Bacteroidota
OTU_18635,Bacillota
OTU_18636,Bacillota
OTU_18637,Bacteroidota
OTU_18638,Bacillota
OTU_18641,Spirochaetota
OTU_18642,Elusimicrobiota
OTU_18643,Chlamydiota
OTU_18644,Bacteroidota
OTU_18645,Spirochaetota
OTU_18648,Elusimicrobiota
OTU_18649,Bacillota
OTU_18650,Bacteroidota
OTU_18651,Pseudomonadota
OTU_18652,Bacteroidota
OTU_18653,Elusimicrobiota
OTU_18654,Bacteroidota
OTU_18656,Bacteroidota
OTU_18657,Bacillota
OTU_18659,Verrucomicrobiota
OTU_18661,Spirochaetota
OTU_18662,Spirochaetota
OTU_18663,Pseudomonadota
OTU_18664,Spirochaetota
OTU_18665,Bacillota
OTU_18666,Bacillota
OTU_18667,Spirochaetota
OTU_18668,Spirochaetota
OTU_18669,Spirochaetota
OTU_18670,Spirochaetota
OTU_18671,Spirochaetota
OTU_18672,Bacteroidota
OTU_18673,Bacteroidota
OTU_18675,Pseudomonadota
OTU_18676,Bacteroidota
OTU_18677,Bacillota
OTU_18679,Bacillota
OTU_18680,Bacillota
OTU_18683,Spirochaetota
OTU_18684,Spirochaetota
OTU_18688,Actinomycetota
OTU_18689,Bacillota
OTU_18691,Bacteroidota
OTU_18692,Pseudomonadota
OTU_18694,Bacteroidota
OTU_18695,Bacteroidota
OTU_18696,Elusimicrobiota
OTU_18697,Bacillota
OTU_18698,Bacillota
OTU_18699,Elusimicrobiota
OTU_18701,Pseudomonadota
OTU_18702,Pseudomonadota
OTU_18705,Bacillota
OTU_18706,Pseudomonadota
OTU_18707,Bacillota
OTU_18708,Spirochaetota
OTU_18709,Spirochaetota
OTU_18710,Planctomycetota
OTU_18711,Bacillota
OTU_18713,Bacteroidota
OTU_18714,Spirochaetota
OTU_18715,Pseudomonadota
OTU_18716,Elusimicrobiota
OTU_18718,Elusimicrobiota
OTU_18719,Pseudomonadota
OTU_18720,Bacteroidota
OTU_18721,Bacteroidota
OTU_18723,Elusimicrobiota
OTU_18724,Bacteroidota
OTU_18725,Pseudomonadota
OTU_18726,Bacteroidota
OTU_18727,Bacteroidota
OTU_18728,Pseudomonadota
OTU_18729,Bacillota
OTU_18731,Pseudomonadota
OTU_18732,Cyanobacteriota
OTU_18733,Bacteroidota
OTU_18734,Cyanobacteriota
OTU_18736,Bacteroidota
OTU_18737,Bacillota
OTU_18738,Pseudomonadota
OTU_18739,Pseudomonadota
OTU_18740,Spirochaetota
OTU_18742,Spirochaetota
OTU_18743,Bacillota
OTU_18744,Pseudomonadota
OTU_18745,Bacillota
OTU_18746,Bacteroidota
OTU_18747,Bacillota
OTU_18749,Bacteroidota
OTU_18752,Actinomycetota
OTU_18753,Bacillota
OTU_18754,Elusimicrobiota
OTU_18755,Spirochaetota
OTU_18756,Bacillota
OTU_18757,Bacillota
OTU_18758,Pseudomonadota
OTU_18759,Pseudomonadota
OTU_18760,Pseudomonadota
OTU_18761,Bacillota
OTU_18762,Pseudomonadota
OTU_18763,Spirochaetota
OTU_18766,Bacteroidota
OTU_18767,Pseudomonadota
OTU_18769,Pseudomonadota
OTU_18770,Spirochaetota
OTU_18772,Pseudomonadota
OTU_18776,Cyanobacteriota
OTU_18777,Synergistota
OTU_18778,Bacillota
OTU_18780,Spirochaetota
OTU_18782,Pseudomonadota
OTU_18783,Bacteroidota
OTU_18785,Elusimicrobiota
OTU_18786,Bacteroidota
OTU_18787,Bacillota
OTU_18788,Bacteroidota
OTU_18791,Pseudomonadota
OTU_18792,Bacillota
OTU_18793,Spirochaetota
OTU_18795,Actinomycetota
OTU_18796,Elusimicrobiota
OTU_18797,Spirochaetota
OTU_18798,Bacillota
OTU_18799,Spirochaetota
OTU_18801,Verrucomicrobiota
OTU_18802,Pseudomonadota
OTU_18803,Bacteroidota
OTU_18804,Bacteroidota
OTU_18805,Spirochaetota
OTU_18808,Spirochaetota
OTU_18809,Pseudomonadota
OTU_18810,Bacillota
OTU_18811,Synergistota
OTU_18812,Synergistota
OTU_18815,Spirochaetota
OTU_18816,Bacteroidota
OTU_18817,Elusimicrobiota
OTU_18818,Pseudomonadota
OTU_18819,Bacteroidota
OTU_18820,Spirochaetota
OTU_18821,Bacteroidota
OTU_18822,Pseudomonadota
OTU_18823,Spirochaetota
OTU_18824,Pseudomonadota
OTU_18825,Fusobacteriota
OTU_18826,Bacteroidota
OTU_18827,Planctomycetota
OTU_18828,Cyanobacteriota
OTU_18829,Pseudomonadota
OTU_18830,Elusimicrobiota
OTU_18832,Spirochaetota
OTU_18833,Bacteroidota
OTU_18834,Pseudomonadota
OTU_18835,Acidobacteriota
OTU_18836,Pseudomonadota
OTU_18837,Spirochaetota
OTU_18838,Pseudomonadota
OTU_18839,Pseudomonadota
OTU_18840,Pseudomonadota
OTU_18841,Pseudomonadota
OTU_18844,Spirochaetota
OTU_18845,Spirochaetota
OTU_18846,Planctomycetota
OTU_18847,Planctomycetota
OTU_18848,Bacteroidota
OTU_18849,Spirochaetota
OTU_18850,Pseudomonadota
OTU_18851,Pseudomonadota
OTU_18852,Spirochaetota
OTU_18853,Bacillota
OTU_18855,Bacillota
OTU_18856,Pseudomonadota
OTU_18857,Bacteroidota
OTU_18859,Bacillota
OTU_18860,Bacteroidota
OTU_18861,Elusimicrobiota
OTU_18862,Spirochaetota
OTU_18863,Bacteroidota
OTU_18864,Spirochaetota
OTU_18865,Elusimicrobiota
OTU_18866,Bacillota
OTU_18867,Bacillota
OTU_18868,Spirochaetota
OTU_18869,Bacteroidota
OTU_18870,Spirochaetota
OTU_18873,Spirochaetota
OTU_18874,Spirochaetota
OTU_18875,Bacteroidota
OTU_18876,Elusimicrobiota
OTU_18877,Bacillota
OTU_18878,Pseudomonadota
OTU_18879,Bacillota
OTU_18880,Spirochaetota
OTU_18881,Bacillota
OTU_18882,Bacillota
OTU_18883,Spirochaetota
OTU_18884,Elusimicrobiota
OTU_18885,Bacteroidota
OTU_18886,Pseudomonadota
OTU_18887,Bacteroidota
OTU_18891,Spirochaetota
OTU_18892,Verrucomicrobiota
OTU_18893,Bacillota
OTU_18894,candidate
OTU_18895,Spirochaetota
OTU_18896,Actinomycetota
OTU_18899,Bacillota
OTU_18902,Bacillota
OTU_18904,Bacillota
OTU_18905,Bacteroidota
OTU_18908,Bacillota
OTU_18909,Planctomycetota
OTU_18910,Spirochaetota
OTU_18911,Spirochaetota
OTU_18912,Spirochaetota
OTU_18913,Bacteroidota
OTU_18915,Bacillota
OTU_18917,Pseudomonadota
OTU_18918,Pseudomonadota
OTU_18919,Bacillota
OTU_18921,Bacillota
OTU_18922,Spirochaetota
OTU_18923,Bacillota
OTU_18924,Bacteroidota
OTU_18925,Bacillota
OTU_18926,Bacteroidota
OTU_18930,Spirochaetota
OTU_18931,Spirochaetota
OTU_18932,Spirochaetota
OTU_18933,Pseudomonadota
OTU_18934,Elusimicrobiota
OTU_18936,Planctomycetota
OTU_18937,Bacillota
OTU_18939,Bacteroidota
OTU_18940,Spirochaetota
OTU_18941,Bacillota
OTU_18944,Bacillota
OTU_18945,Pseudomonadota
OTU_18946,Pseudomonadota
OTU_18947,Acidobacteriota
OTU_18948,Spirochaetota
OTU_18949,Bacteroidota
OTU_18950,Bacillota
