gene_id	fh1	fh2	hf3	ref1	ref2	ref3
"estExt_Genewise1.C_370074"	14	4	5	17	5	3
"estExt_Genewise1.C_370087"	6	2	3	11	2	6
"estExt_Genewise1.C_380024"	10	1	3	7	0	2
"estExt_Genewise1.C_380044"	8	3	0	6	3	3
"estExt_Genewise1.C_380076"	28	11	4	39	13	8
"estExt_Genewise1.C_390077"	0	0	0	0	1	0
"estExt_Genewise1.C_390092"	4	2	2	8	5	2
"estExt_Genewise1.C_3_t10037"	17	8	3	7	3	5
"estExt_Genewise1.C_3_t10110"	7	1	3	10	2	1
"estExt_Genewise1.C_3_t10114"	0	0	0	6	0	0
"estExt_Genewise1.C_3_t10209"	0	0	2	2	3	0
"estExt_Genewise1.C_3_t10225"	41	14	16	34	20	24
"estExt_Genewise1.C_3_t10399"	2	1	2	6	0	2
"estExt_Genewise1.C_3_t10413"	25	3	7	29	5	4
"estExt_Genewise1.C_3_t10447"	4	0	2	1	1	2
"estExt_Genewise1.C_3_t20038"	12	6	7	13	3	7
"estExt_Genewise1.C_3_t20049"	63	20	19	62	23	17
"estExt_Genewise1.C_3_t20063"	9	2	4	1	3	0
"estExt_Genewise1.C_3_t20097"	38	9	4	30	15	6
"estExt_Genewise1.C_3_t20113"	3	4	6	5	2	2
"estExt_Genewise1.C_3_t20114"	0	1	0	1	0	1
"estExt_Genewise1.C_3_t20122"	18	7	6	19	3	6
"estExt_Genewise1.C_3_t20155"	3	4	3	2	0	5
"estExt_Genewise1.C_3_t20166"	6	0	1	6	2	1
"estExt_Genewise1.C_3_t20172"	25	3	5	14	9	4
"estExt_Genewise1.C_3_t20275"	2	0	0	1	0	0
"estExt_Genewise1.C_3_t20302"	11	2	2	2	0	1
"estExt_Genewise1.C_3_t20339"	9	6	3	11	2	6
"estExt_Genewise1.C_3_t30004"	5	2	3	7	1	1
"estExt_Genewise1.C_3_t30012"	7	0	0	6	0	0
"estExt_Genewise1.C_3_t30146"	28	13	11	24	5	4
"estExt_Genewise1.C_3_t30301"	2	0	2	3	0	0
"estExt_Genewise1.C_3_t30402"	3	1	0	2	2	2
"estExt_Genewise1.C_3_t30406"	10	5	7	37	4	10
"estExt_Genewise1.C_3_t30478"	2	1	3	7	1	2
"estExt_Genewise1.C_3_t30496"	49	17	16	35	14	11
"estExt_Genewise1.C_3_t40011"	7	11	2	11	1	3
"estExt_Genewise1.C_400039"	13	8	7	16	4	5
"estExt_Genewise1.C_410043"	1	1	0	2	0	1
"estExt_Genewise1.C_420014"	25	9	6	15	7	5
"estExt_Genewise1.C_420042"	5	1	1	16	3	1
"estExt_Genewise1.C_440041"	11	4	0	8	4	3
"estExt_Genewise1.C_440072"	32	7	7	34	5	8
"estExt_Genewise1.C_440119"	3	1	0	2	0	1
"estExt_Genewise1.C_440130"	0	0	0	0	0	0
"estExt_Genewise1.C_440143"	11	2	0	18	2	7
"estExt_Genewise1.C_440176"	7	4	5	9	3	1
"estExt_Genewise1.C_450076"	51	15	20	39	18	19
"estExt_Genewise1.C_460043"	0	0	0	1	0	0
"estExt_Genewise1.C_460080"	428	142	151	351	122	104
"estExt_Genewise1.C_460101"	6	1	4	3	2	1
"estExt_Genewise1.C_470041"	59	17	20	121	41	30
"estExt_Genewise1.C_470050"	9	4	1	9	1	1
"estExt_Genewise1.C_470104"	0	0	0	1	0	0
"estExt_Genewise1.C_480004"	154	56	59	106	34	36
"estExt_Genewise1.C_480108"	3	0	0	2	0	1
"estExt_Genewise1.C_480115"	27	6	7	14	2	2
"estExt_Genewise1.C_480161"	41	14	14	28	18	14
"estExt_Genewise1.C_4_t10017"	5	4	2	6	1	1
"estExt_Genewise1.C_4_t10023"	23	6	6	12	2	6
"estExt_Genewise1.C_4_t10036"	5	2	1	3	1	3
"estExt_Genewise1.C_4_t10040"	8	1	3	14	2	5
"estExt_Genewise1.C_4_t10254"	1	1	0	1	0	1
"estExt_Genewise1.C_4_t10262"	14	7	5	5	0	2
"estExt_Genewise1.C_4_t10273"	0	0	0	0	0	0
"estExt_Genewise1.C_4_t10288"	11	5	2	13	6	5
"estExt_Genewise1.C_4_t10304"	0	1	0	0	0	0
"estExt_Genewise1.C_4_t10306"	1	0	0	5	0	0
"estExt_Genewise1.C_4_t10325"	4	3	1	7	3	0
"estExt_Genewise1.C_4_t10333"	1	0	0	0	1	0
"estExt_Genewise1.C_4_t10398"	11	3	3	7	2	1
"estExt_Genewise1.C_4_t10438"	2	0	1	2	2	0
"estExt_Genewise1.C_4_t20026"	32	5	11	32	10	15
"estExt_Genewise1.C_4_t20083"	6	6	3	4	1	4
"estExt_Genewise1.C_4_t20164"	19	7	5	17	4	4
"estExt_Genewise1.C_4_t20190"	12	1	4	9	4	3
"estExt_Genewise1.C_4_t20238"	6	2	5	12	1	1
"estExt_Genewise1.C_4_t20280"	15	5	8	27	7	6
"estExt_Genewise1.C_4_t20306"	11	3	3	7	6	4
"estExt_Genewise1.C_4_t20334"	6	1	1	2	2	2
"estExt_Genewise1.C_4_t20436"	93	33	32	88	30	22
"estExt_Genewise1.C_4_t30048"	1	1	2	6	1	2
"estExt_Genewise1.C_4_t30100"	22	8	6	25	11	10
"estExt_Genewise1.C_4_t30186"	63	18	25	38	9	11
"estExt_Genewise1.C_4_t30225"	0	0	1	0	0	0
"estExt_Genewise1.C_4_t30240"	2	1	1	4	1	1
"estExt_Genewise1.C_500129"	10	7	3	8	5	3
"estExt_Genewise1.C_510083"	0	0	0	1	0	0
"estExt_Genewise1.C_510084"	16	10	6	13	4	2
"estExt_Genewise1.C_520044"	1	1	0	1	0	0
"estExt_Genewise1.C_530079"	5	6	7	19	7	6
"estExt_Genewise1.C_540005"	9	5	1	3	3	0
"estExt_Genewise1.C_550017"	0	0	0	1	0	0
"estExt_Genewise1.C_560058"	28	9	4	39	15	13
"estExt_Genewise1.C_570054"	6	1	0	2	1	1
"estExt_Genewise1.C_5_t10082"	1	0	0	1	0	1
"estExt_Genewise1.C_5_t10125"	21	6	8	29	5	9
"estExt_Genewise1.C_5_t10158"	3	1	1	6	0	1
"estExt_Genewise1.C_5_t10174"	23	14	11	49	17	17
"estExt_Genewise1.C_5_t10202"	9	9	6	14	1	2
"estExt_Genewise1.C_5_t10211"	16	8	8	16	10	8
"estExt_Genewise1.C_5_t10345"	10	3	0	4	4	3
"estExt_Genewise1.C_5_t10430"	5	0	2	8	5	2
"estExt_Genewise1.C_5_t10462"	41	14	6	58	14	17
"estExt_Genewise1.C_5_t10468"	14	4	10	10	3	2
"estExt_Genewise1.C_5_t20026"	7	4	2	6	5	3
"estExt_Genewise1.C_5_t20114"	22	10	7	20	7	11
"estExt_Genewise1.C_5_t20204"	2	3	1	5	4	1
"estExt_Genewise1.C_5_t20207"	22	6	8	25	9	6
"estExt_Genewise1.C_5_t20272"	21	6	2	18	8	6
"estExt_Genewise1.C_5_t20305"	486	154	175	331	104	100
"estExt_Genewise1.C_5_t20389"	11	2	8	10	2	3
"estExt_Genewise1.C_5_t30001"	46	13	21	25	9	10
"estExt_Genewise1.C_5_t30010"	20	8	3	33	9	15
"estExt_Genewise1.C_5_t30035"	1	1	1	1	0	1
"estExt_Genewise1.C_5_t30048"	4	2	1	5	0	1
"estExt_Genewise1.C_5_t30110"	9	6	5	28	6	5
"estExt_Genewise1.C_5_t30132"	9	3	3	9	2	4
"estExt_Genewise1.C_5_t30143"	20	5	3	8	4	5
"estExt_Genewise1.C_5_t30156"	1	0	1	5	2	2
"estExt_Genewise1.C_5_t30160"	3	1	1	8	3	1
"estExt_Genewise1.C_5_t30260"	6	2	3	8	1	7
"estExt_Genewise1.C_5_t30280"	15	1	1	7	7	3
"estExt_Genewise1.C_5_t30282"	14	9	5	39	4	8
"estExt_Genewise1.C_5_t30330"	9	3	1	5	4	5
"estExt_Genewise1.C_5_t30432"	29	11	11	30	9	12
"estExt_Genewise1.C_5_t30450"	10	1	4	8	3	4
"estExt_Genewise1.C_5_t30471"	15	2	5	12	2	4
"estExt_Genewise1.C_5_t30489"	0	0	0	0	0	0
"estExt_Genewise1.C_5_t40031"	21	7	3	20	4	8
"estExt_Genewise1.C_5_t40074"	2	1	1	5	2	3
"estExt_Genewise1.C_5_t40106"	2	1	1	1	2	0
"estExt_Genewise1.C_600028"	8	1	1	3	1	2
"estExt_Genewise1.C_610018"	13	5	8	39	16	11
"estExt_Genewise1.C_610057"	44	10	13	63	32	28
"estExt_Genewise1.C_620015"	1	1	0	5	0	3
"estExt_Genewise1.C_670016"	137	38	29	33	13	14
"estExt_Genewise1.C_680010"	0	0	0	1	1	1
"estExt_Genewise1.C_680046"	5	1	0	5	0	2
"estExt_Genewise1.C_680071"	1	2	2	8	1	4
"estExt_Genewise1.C_6_t10021"	52	9	13	54	21	18
"estExt_Genewise1.C_6_t10141"	9	2	2	9	5	5
"estExt_Genewise1.C_6_t10224"	31	8	13	33	9	12
"estExt_Genewise1.C_6_t10260"	18	10	11	25	3	13
"estExt_Genewise1.C_6_t10267"	2	2	1	2	1	3
"estExt_Genewise1.C_6_t10497"	2	0	3	7	2	4
"estExt_Genewise1.C_6_t20004"	3	0	0	4	2	1
"estExt_Genewise1.C_6_t20018"	22	7	7	23	6	7
"estExt_Genewise1.C_6_t20081"	16	4	4	7	3	2
"estExt_Genewise1.C_6_t20108"	0	0	0	2	1	1
"estExt_Genewise1.C_6_t20150"	2	2	1	1	1	1
"estExt_Genewise1.C_6_t20182"	1	0	1	1	0	1
"estExt_Genewise1.C_6_t20206"	13	6	9	29	3	4
"estExt_Genewise1.C_6_t20231"	46	18	24	87	28	15
"estExt_Genewise1.C_6_t20269"	13	0	3	9	4	5
"estExt_Genewise1.C_6_t20276"	1	0	0	2	1	0
"estExt_Genewise1.C_710025"	10	2	1	5	0	3
"estExt_Genewise1.C_710046"	8	6	3	9	5	6
"estExt_Genewise1.C_710054"	34	9	15	48	10	15
"estExt_Genewise1.C_730023"	2	1	0	3	3	1
"estExt_Genewise1.C_740003"	3	6	2	10	4	5
"estExt_Genewise1.C_740004"	1	0	0	4	0	1
"estExt_Genewise1.C_740014"	3	2	1	3	0	1
"estExt_Genewise1.C_740028"	0	0	2	0	0	0
"estExt_Genewise1.C_740046"	7	2	1	3	1	1
"estExt_Genewise1.C_750030"	43	18	11	66	29	18
"estExt_Genewise1.C_790013"	90	30	28	90	33	26
"estExt_Genewise1.C_790053"	41	17	16	42	12	12
"estExt_Genewise1.C_7_t10005"	7	0	1	12	2	1
"estExt_Genewise1.C_7_t10032"	28	13	13	23	12	2
"estExt_Genewise1.C_7_t10057"	60	27	12	44	12	14
"estExt_Genewise1.C_7_t10094"	9	3	5	10	7	4
"estExt_Genewise1.C_7_t10247"	27	7	7	2	2	1
"estExt_Genewise1.C_7_t10426"	15	5	6	25	7	6
"estExt_Genewise1.C_7_t10448"	9	2	2	9	3	2
"estExt_Genewise1.C_7_t20005"	1	0	1	3	1	0
"estExt_Genewise1.C_7_t20050"	9	0	5	8	3	4
"estExt_Genewise1.C_7_t20067"	54	16	17	61	18	17
"estExt_Genewise1.C_7_t20073"	4	0	1	7	2	0
"estExt_Genewise1.C_7_t20215"	2	1	1	1	0	0
"estExt_Genewise1.C_7_t20314"	5	0	5	12	3	1
"estExt_Genewise1.C_7_t20317"	11	5	6	9	7	6
"estExt_Genewise1.C_7_t20326"	1	0	0	1	0	1
"estExt_Genewise1.C_7_t20328"	14	4	5	8	3	6
"estExt_Genewise1.C_7_t20357"	17	7	6	13	5	7
"estExt_Genewise1.C_7_t20446"	13	5	2	13	7	6
"estExt_Genewise1.C_7_t20488"	1	2	0	2	1	0
"estExt_Genewise1.C_7_t20496"	24	5	5	21	6	10
"estExt_Genewise1.C_860006"	23	8	4	14	9	12
"estExt_Genewise1.C_8_t10004"	52	19	15	45	13	12
"estExt_Genewise1.C_8_t10094"	29	7	5	23	10	9
"estExt_Genewise1.C_8_t10115"	0	0	0	6	0	1
"estExt_Genewise1.C_8_t10128"	51	11	11	33	12	7
"estExt_Genewise1.C_8_t10221"	6	0	4	5	4	1
"estExt_Genewise1.C_8_t10226"	0	0	0	4	1	1
"estExt_Genewise1.C_8_t10298"	1	2	2	0	0	0
"estExt_Genewise1.C_8_t10320"	4	2	3	4	1	3
"estExt_Genewise1.C_8_t10361"	2	1	0	2	1	2
"estExt_Genewise1.C_8_t20004"	1	0	0	6	1	0
"estExt_Genewise1.C_8_t20026"	2	1	0	0	1	0
"estExt_Genewise1.C_8_t20144"	0	0	0	0	0	0
"estExt_Genewise1.C_8_t20158"	14	8	3	19	4	7
"estExt_Genewise1.C_8_t20223"	0	0	0	0	0	0
"estExt_Genewise1.C_8_t20255"	68	29	24	64	15	26
"estExt_Genewise1.C_8_t20294"	11	3	1	11	6	6
"estExt_Genewise1.C_8_t20335"	3	0	2	3	1	0
"estExt_Genewise1.C_990001"	0	0	0	1	0	0
"estExt_Genewise1.C_9_t10045"	6	2	4	20	2	3
"estExt_Genewise1.C_9_t10120"	12	2	6	15	5	2
"estExt_Genewise1.C_9_t10123"	20	8	8	29	7	7
"estExt_Genewise1.C_9_t10131"	2	0	0	0	0	2
"estExt_Genewise1.C_9_t10218"	1	1	0	1	0	0
"estExt_Genewise1.C_9_t10232"	0	0	1	1	0	0
"estExt_Genewise1.C_9_t10264"	1	1	0	0	0	0
"estExt_Genewise1.C_9_t10282"	9	8	2	7	4	4
"estExt_Genewise1.C_9_t10347"	0	0	0	0	0	0
"estExt_Genewise1.C_9_t10357"	3	1	2	0	0	0
"estExt_Genewise1.C_9_t10425"	12	4	2	6	3	3
"estExt_Genewise1.C_9_t10437"	13	8	7	36	14	17
"estExt_Genewise1.C_9_t10457"	34	10	15	29	10	10
"estExt_Genewise1.C_9_t10469"	8	6	6	27	5	4
"estExt_Genewise1.C_9_t10474"	11	1	1	16	3	5
"estExt_Genewise1.C_9_t10498"	1	0	0	0	0	0
"estExt_Genewise1.C_9_t20036"	12	4	4	9	6	3
"estExt_Genewise1.C_9_t20191"	9	2	3	5	1	2
"estExt_Genewise1.C_9_t20203"	7	0	3	12	1	1
"estExt_Genewise1.C_9_t20334"	0	0	0	2	0	0
"estExt_Genewise1Plus.C_10_t10013"	32	5	5	44	13	11
"estExt_Genewise1Plus.C_10_t10031"	26	8	5	28	9	9
"estExt_Genewise1Plus.C_10_t10034"	8	5	1	12	6	1
"estExt_Genewise1Plus.C_10_t10275"	2	1	0	4	1	0
"estExt_Genewise1Plus.C_10_t10323"	15	4	3	11	2	2
"estExt_Genewise1Plus.C_10_t10465"	9	2	7	14	6	2
"estExt_Genewise1Plus.C_10_t10482"	0	2	1	3	1	2
"estExt_Genewise1Plus.C_10_t10499"	3	4	0	8	1	0
"estExt_Genewise1Plus.C_10_t20019"	2	0	1	5	1	0
"estExt_Genewise1Plus.C_10_t20222"	4	0	0	1	1	2
"estExt_Genewise1Plus.C_10_t20234"	3	5	0	2	0	0
"estExt_Genewise1Plus.C_10_t20238"	1	1	0	2	0	1
"estExt_Genewise1Plus.C_10_t20243"	3	0	3	1	0	0
"estExt_Genewise1Plus.C_11_t10042"	24	8	10	16	7	2
"estExt_Genewise1Plus.C_11_t10051"	20	5	5	20	12	10
"estExt_Genewise1Plus.C_11_t10081"	9	0	2	7	2	3
"estExt_Genewise1Plus.C_11_t10124"	7	2	3	11	4	4
"estExt_Genewise1Plus.C_11_t10161"	12	4	8	9	4	5
"estExt_Genewise1Plus.C_11_t10164"	41	12	14	37	14	10
"estExt_Genewise1Plus.C_11_t10193"	4	2	1	7	0	4
"estExt_Genewise1Plus.C_11_t10222"	21	9	2	28	4	7
"estExt_Genewise1Plus.C_11_t10270"	2	0	0	1	1	0
"estExt_Genewise1Plus.C_11_t10374"	8	2	1	11	2	3
"estExt_Genewise1Plus.C_11_t10410"	1	0	0	1	0	0
"estExt_Genewise1Plus.C_11_t10480"	32	10	11	24	9	3
"estExt_Genewise1Plus.C_11_t20003"	46	9	10	28	11	4
"estExt_Genewise1Plus.C_11_t20104"	17	5	1	12	3	2
"estExt_Genewise1Plus.C_11_t20132"	168	69	54	25	12	14
"estExt_Genewise1Plus.C_11_t20242"	31	16	12	32	14	17
"estExt_Genewise1Plus.C_11_t20244"	4	1	1	1	3	3
"estExt_Genewise1Plus.C_11_t20355"	11	4	8	17	3	5
"estExt_Genewise1Plus.C_11_t20409"	7	3	5	20	2	5
"estExt_Genewise1Plus.C_11_t20435"	0	2	0	2	1	1
"estExt_Genewise1Plus.C_11_t20449"	32	8	5	30	13	10
"estExt_Genewise1Plus.C_11_t20456"	4	0	0	6	0	0
"estExt_Genewise1Plus.C_12_t10041"	2	0	1	1	0	0
"estExt_Genewise1Plus.C_12_t10057"	4	2	0	7	3	3
"estExt_Genewise1Plus.C_12_t10158"	1	0	0	0	0	0
"estExt_Genewise1Plus.C_12_t10267"	17	6	8	19	10	6
"estExt_Genewise1Plus.C_12_t10324"	5	0	3	6	3	4
"estExt_Genewise1Plus.C_12_t10376"	24	11	10	18	12	9
"estExt_Genewise1Plus.C_12_t10401"	1	1	1	1	0	0
"estExt_Genewise1Plus.C_12_t10406"	2	0	1	1	0	1
"estExt_Genewise1Plus.C_12_t10433"	3	1	0	0	1	0
"estExt_Genewise1Plus.C_12_t10459"	0	1	0	1	2	0
"estExt_Genewise1Plus.C_12_t10460"	1	2	1	3	0	1
"estExt_Genewise1Plus.C_12_t10476"	3	2	5	3	6	2
"estExt_Genewise1Plus.C_12_t10477"	8	1	2	4	3	4
"estExt_Genewise1Plus.C_12_t20012"	49	13	11	43	16	9
"estExt_Genewise1Plus.C_12_t20037"	11	3	5	14	2	4
"estExt_Genewise1Plus.C_12_t20040"	8	6	9	22	3	7
"estExt_Genewise1Plus.C_12_t20047"	9	4	1	4	0	2
"estExt_Genewise1Plus.C_12_t20081"	480	161	154	446	138	152
"estExt_Genewise1Plus.C_12_t20124"	29	8	9	37	4	5
"estExt_Genewise1Plus.C_12_t20165"	7	0	1	8	5	4
"estExt_Genewise1Plus.C_12_t20205"	0	0	0	0	0	0
"estExt_Genewise1Plus.C_12_t20210"	8	5	1	15	3	3
"estExt_Genewise1Plus.C_12_t20221"	26	9	7	21	11	10
"estExt_Genewise1Plus.C_12_t20242"	10	1	5	8	4	4
"estExt_Genewise1Plus.C_12_t20308"	28	10	8	22	10	8
"estExt_Genewise1Plus.C_13_t10057"	26	8	6	15	5	1
"estExt_Genewise1Plus.C_13_t10064"	10	9	4	18	5	4
"estExt_Genewise1Plus.C_13_t10067"	37	9	7	33	12	13
"estExt_Genewise1Plus.C_13_t10079"	11	2	2	16	11	3
"estExt_Genewise1Plus.C_13_t10082"	18	9	6	19	9	8
"estExt_Genewise1Plus.C_13_t10097"	5	1	0	6	1	1
"estExt_Genewise1Plus.C_13_t10122"	14	9	7	17	8	10
"estExt_Genewise1Plus.C_13_t10141"	10	3	4	8	5	1
"estExt_Genewise1Plus.C_13_t10225"	29	9	5	19	8	5
"estExt_Genewise1Plus.C_13_t10284"	4	0	1	0	2	0
"estExt_Genewise1Plus.C_13_t10288"	1	2	0	0	0	1
"estExt_Genewise1Plus.C_13_t10332"	33	11	11	43	11	9
"estExt_Genewise1Plus.C_13_t10435"	0	0	0	0	0	0
"estExt_Genewise1Plus.C_13_t10451"	4	2	4	12	2	3
"estExt_Genewise1Plus.C_13_t20008"	6	1	1	4	0	1
"estExt_Genewise1Plus.C_13_t20027"	0	0	0	0	0	0
"estExt_Genewise1Plus.C_13_t20077"	6	3	4	9	3	6
"estExt_Genewise1Plus.C_13_t20101"	50	8	18	45	12	22
"estExt_Genewise1Plus.C_13_t20104"	0	0	0	0	1	1
"estExt_Genewise1Plus.C_14_t10033"	24	5	7	27	11	12
"estExt_Genewise1Plus.C_14_t10130"	3	0	0	2	1	0
"estExt_Genewise1Plus.C_14_t10200"	21	3	4	17	10	5
"estExt_Genewise1Plus.C_14_t10216"	34	9	11	69	20	14
"estExt_Genewise1Plus.C_14_t10340"	335	107	142	387	147	151
"estExt_Genewise1Plus.C_14_t10364"	0	0	1	0	0	0
"estExt_Genewise1Plus.C_14_t10449"	20	6	8	41	9	14
"estExt_Genewise1Plus.C_14_t10486"	3	1	0	1	1	1
"estExt_Genewise1Plus.C_150028"	8	8	4	12	5	2
"estExt_Genewise1Plus.C_150054"	4	0	1	28	9	5
"estExt_Genewise1Plus.C_150058"	9	2	4	10	5	2
"estExt_Genewise1Plus.C_150111"	14	3	3	11	2	4
"estExt_Genewise1Plus.C_150171"	4	0	2	14	2	4
"estExt_Genewise1Plus.C_150176"	1	0	0	1	0	1
"estExt_Genewise1Plus.C_150227"	192	58	60	197	63	75
"estExt_Genewise1Plus.C_150257"	0	0	0	0	0	0
"estExt_Genewise1Plus.C_150310"	1	2	0	2	0	0
"estExt_Genewise1Plus.C_150326"	0	0	0	0	0	0
"estExt_Genewise1Plus.C_150365"	1	1	0	2	0	1
"estExt_Genewise1Plus.C_1550007"	0	0	0	0	0	0
"estExt_Genewise1Plus.C_160011"	0	1	1	7	1	0
"estExt_Genewise1Plus.C_160040"	0	1	0	2	1	1
"estExt_Genewise1Plus.C_160105"	31	5	11	15	4	2
"estExt_Genewise1Plus.C_160124"	9	3	6	10	3	3
"estExt_Genewise1Plus.C_160233"	25	7	6	15	5	4
"estExt_Genewise1Plus.C_160254"	1	0	0	1	0	0
"estExt_Genewise1Plus.C_160308"	34	7	8	18	9	9
"estExt_Genewise1Plus.C_160327"	12	6	5	17	10	2
"estExt_Genewise1Plus.C_160365"	1	0	0	0	0	0
"estExt_Genewise1Plus.C_160369"	0	0	0	1	1	0
"estExt_Genewise1Plus.C_160391"	10	5	3	10	4	3
"estExt_Genewise1Plus.C_160405"	16	4	3	9	3	2
"estExt_Genewise1Plus.C_160459"	15	2	5	16	8	5
"estExt_Genewise1Plus.C_160476"	10	4	3	8	6	6
"estExt_Genewise1Plus.C_170017"	0	0	1	0	1	1
"estExt_Genewise1Plus.C_170243"	4	0	1	2	2	0
"estExt_Genewise1Plus.C_170263"	6	4	2	13	2	5
"estExt_Genewise1Plus.C_170309"	14	6	2	1	0	0
"estExt_Genewise1Plus.C_180015"	4	4	0	6	3	2
"estExt_Genewise1Plus.C_180035"	13	5	4	16	2	1
"estExt_Genewise1Plus.C_180191"	25	15	11	4	0	1
"estExt_Genewise1Plus.C_180244"	62	20	23	71	20	17
"estExt_Genewise1Plus.C_180290"	0	0	0	0	0	0
"estExt_Genewise1Plus.C_180356"	25	7	9	24	5	10
"estExt_Genewise1Plus.C_1980002"	1	0	0	1	0	0
"estExt_Genewise1Plus.C_19_t10020"	10	3	4	17	10	3
"estExt_Genewise1Plus.C_19_t10024"	12	3	5	9	5	3
"estExt_Genewise1Plus.C_19_t10026"	1	1	1	11	2	4
"estExt_Genewise1Plus.C_19_t10109"	2	2	3	1	3	1
"estExt_Genewise1Plus.C_19_t10143"	7	2	1	6	3	3
"estExt_Genewise1Plus.C_19_t10201"	14	4	3	13	10	7
"estExt_Genewise1Plus.C_19_t10216"	4	0	2	3	0	1
"estExt_Genewise1Plus.C_19_t10285"	14	4	3	11	8	8
"estExt_Genewise1Plus.C_19_t10292"	26	7	5	34	7	7
"estExt_Genewise1Plus.C_19_t10294"	10	0	4	11	3	6
"estExt_Genewise1Plus.C_19_t10336"	2	1	0	3	0	2
"estExt_Genewise1Plus.C_19_t10356"	23	5	4	24	2	8
"estExt_Genewise1Plus.C_19_t10365"	33	8	7	20	5	5
"estExt_Genewise1Plus.C_19_t20005"	45	20	17	50	16	24
"estExt_Genewise1Plus.C_19_t20034"	6	3	4	12	3	4
"estExt_Genewise1Plus.C_19_t20133"	17	5	4	15	6	4
"estExt_Genewise1Plus.C_19_t20139"	2	1	1	4	2	2
"estExt_Genewise1Plus.C_1_t10025"	1	1	1	2	1	0
"estExt_Genewise1Plus.C_1_t10057"	0	0	0	0	0	0
"estExt_Genewise1Plus.C_1_t10067"	25	5	15	19	5	4
"estExt_Genewise1Plus.C_1_t10108"	0	0	1	1	1	0
"estExt_Genewise1Plus.C_1_t10263"	2	0	5	11	0	1
"estExt_Genewise1Plus.C_1_t10282"	3	0	1	4	1	2
"estExt_Genewise1Plus.C_1_t10286"	1	0	0	0	0	0
"estExt_Genewise1Plus.C_1_t10326"	11	4	2	10	2	5
"estExt_Genewise1Plus.C_1_t10388"	13	1	9	9	3	2
"estExt_Genewise1Plus.C_1_t10407"	49	20	16	53	15	16
"estExt_Genewise1Plus.C_1_t10414"	12	2	3	18	6	7
"estExt_Genewise1Plus.C_1_t10460"	57	18	21	56	15	11
"estExt_Genewise1Plus.C_1_t20001"	30	12	10	36	10	7
"estExt_Genewise1Plus.C_1_t20050"	2	1	0	5	2	0
"estExt_Genewise1Plus.C_1_t20067"	9	7	8	18	3	4
"estExt_Genewise1Plus.C_1_t20080"	4	1	2	3	2	2
"estExt_Genewise1Plus.C_1_t20087"	4	0	0	2	1	0
"estExt_Genewise1Plus.C_1_t20200"	2	1	3	1	1	2
"estExt_Genewise1Plus.C_1_t20288"	8	4	10	14	9	7
"estExt_Genewise1Plus.C_1_t20315"	31	12	3	42	13	11
"estExt_Genewise1Plus.C_1_t20330"	12	3	5	9	2	2
"estExt_Genewise1Plus.C_1_t20344"	29	11	12	54	14	22
"estExt_Genewise1Plus.C_1_t20386"	2	2	0	1	1	1
"estExt_Genewise1Plus.C_1_t20396"	14	3	7	8	3	5
"estExt_Genewise1Plus.C_1_t20484"	64	18	19	75	25	26
"estExt_Genewise1Plus.C_1_t20485"	1	1	3	9	1	6
"estExt_Genewise1Plus.C_1_t30108"	20	6	13	26	10	11
"estExt_Genewise1Plus.C_1_t30119"	2	1	0	2	1	0
"estExt_Genewise1Plus.C_1_t30123"	34	11	9	25	10	13
"estExt_Genewise1Plus.C_1_t30166"	9	7	10	12	2	7
"estExt_Genewise1Plus.C_1_t30185"	118	43	45	110	47	48
"estExt_Genewise1Plus.C_1_t30265"	12	4	5	12	3	2
"estExt_Genewise1Plus.C_1_t30277"	76	20	19	50	14	19
"estExt_Genewise1Plus.C_1_t30299"	26	6	7	23	9	5
"estExt_Genewise1Plus.C_1_t30301"	3	3	1	2	0	3
"estExt_Genewise1Plus.C_1_t30383"	18	11	8	12	4	8
"estExt_Genewise1Plus.C_1_t30467"	0	0	0	1	1	1
"estExt_Genewise1Plus.C_1_t30478"	5	2	1	10	2	0
"estExt_Genewise1Plus.C_1_t30481"	37	7	8	32	14	9
"estExt_Genewise1Plus.C_1_t30487"	79	25	27	111	39	46
"estExt_Genewise1Plus.C_1_t40037"	16	6	5	9	3	6
"estExt_Genewise1Plus.C_1_t40061"	2	0	2	3	1	0
"estExt_Genewise1Plus.C_1_t40080"	58	9	20	72	32	26
"estExt_Genewise1Plus.C_1_t40092"	4	0	3	5	1	4
"estExt_Genewise1Plus.C_1_t40120"	10	2	4	19	6	5
"estExt_Genewise1Plus.C_1_t40152"	14	5	5	22	5	8
"estExt_Genewise1Plus.C_1_t40159"	8	2	1	13	3	3
"estExt_Genewise1Plus.C_1_t40165"	11	4	6	10	1	5
"estExt_Genewise1Plus.C_1_t40240"	2	1	0	1	0	0
"estExt_Genewise1Plus.C_1_t40251"	18	3	2	12	5	3
"estExt_Genewise1Plus.C_1_t40258"	274	79	96	182	79	82
"estExt_Genewise1Plus.C_1_t40267"	6	3	4	8	2	3
"estExt_Genewise1Plus.C_1_t40291"	28	9	10	16	4	8
"estExt_Genewise1Plus.C_1_t40295"	81	35	29	49	9	12
"estExt_Genewise1Plus.C_1_t40390"	1	0	0	5	1	6
"estExt_Genewise1Plus.C_1_t40393"	3	2	0	0	1	1
"estExt_Genewise1Plus.C_1_t40459"	4	2	1	3	0	2
"estExt_Genewise1Plus.C_1_t40466"	30	7	8	19	2	7
