gene_id	fh1	fh2	hf3	ref1	ref2	ref3
"estExt_fgenesh1_pm.C_460031"	2	1	1	2	0	2
"estExt_fgenesh1_pm.C_460038"	39	6	12	16	5	9
"estExt_fgenesh1_pm.C_460039"	67	18	25	63	20	18
"estExt_fgenesh1_pm.C_470001"	8	2	4	8	1	2
"estExt_fgenesh1_pm.C_470007"	4	0	1	6	0	0
"estExt_fgenesh1_pm.C_480037"	8	1	0	6	5	1
"estExt_fgenesh1_pm.C_490002"	0	2	0	3	0	1
"estExt_fgenesh1_pm.C_4_t10027"	8	1	2	3	1	0
"estExt_fgenesh1_pm.C_4_t10039"	0	0	0	0	1	0
"estExt_fgenesh1_pm.C_4_t10047"	38	5	9	34	16	15
"estExt_fgenesh1_pm.C_4_t10105"	6	0	0	7	3	5
"estExt_fgenesh1_pm.C_4_t10139"	5	0	1	10	2	2
"estExt_fgenesh1_pm.C_4_t10148"	0	0	0	0	0	1
"estExt_fgenesh1_pm.C_4_t10180"	1	0	0	3	0	0
"estExt_fgenesh1_pm.C_4_t10224"	7	2	1	11	4	7
"estExt_fgenesh1_pm.C_4_t10235"	8	1	3	7	2	5
"estExt_fgenesh1_pm.C_4_t10284"	13	8	5	15	3	5
"estExt_fgenesh1_pm.C_4_t10301"	4	2	3	10	2	1
"estExt_fgenesh1_pm.C_4_t10305"	7	5	2	24	16	7
"estExt_fgenesh1_pm.C_4_t10317"	0	0	1	0	0	0
"estExt_fgenesh1_pm.C_4_t10372"	13	2	1	8	4	2
"estExt_fgenesh1_pm.C_4_t10376"	10	5	2	5	5	1
"estExt_fgenesh1_pm.C_4_t10393"	13	4	4	16	8	4
"estExt_fgenesh1_pm.C_4_t10422"	1	1	0	0	0	0
"estExt_fgenesh1_pm.C_4_t10439"	1	0	1	10	6	5
"estExt_fgenesh1_pm.C_4_t10477"	0	0	1	1	1	0
"estExt_fgenesh1_pm.C_4_t10481"	15	5	5	16	6	3
"estExt_fgenesh1_pm.C_4_t10492"	0	0	0	0	0	0
"estExt_fgenesh1_pm.C_4_t20004"	12	4	2	16	3	5
"estExt_fgenesh1_pm.C_4_t20011"	3	3	3	5	0	1
"estExt_fgenesh1_pm.C_4_t20042"	7	2	2	6	4	1
"estExt_fgenesh1_pm.C_4_t20054"	0	0	0	0	0	0
"estExt_fgenesh1_pm.C_4_t20065"	0	0	0	1	0	0
"estExt_fgenesh1_pm.C_500010"	35	12	13	29	6	7
"estExt_fgenesh1_pm.C_500040"	0	0	0	0	0	0
"estExt_fgenesh1_pm.C_510002"	2	0	0	1	1	0
"estExt_fgenesh1_pm.C_510011"	5	0	0	7	1	0
"estExt_fgenesh1_pm.C_510022"	16	0	3	3	1	1
"estExt_fgenesh1_pm.C_510025"	2	4	0	5	1	1
"estExt_fgenesh1_pm.C_510050"	3	3	1	13	3	1
"estExt_fgenesh1_pm.C_510053"	2	0	0	0	0	0
"estExt_fgenesh1_pm.C_510054"	0	0	1	1	2	0
"estExt_fgenesh1_pm.C_520044"	0	0	0	0	0	0
"estExt_fgenesh1_pm.C_530004"	22	9	6	15	10	10
"estExt_fgenesh1_pm.C_530007"	0	0	0	0	0	0
"estExt_fgenesh1_pm.C_530018"	14	7	8	11	7	2
"estExt_fgenesh1_pm.C_540023"	0	0	1	0	1	0
"estExt_fgenesh1_pm.C_550004"	12	2	6	31	6	11
"estExt_fgenesh1_pm.C_550014"	2	1	1	2	2	0
"estExt_fgenesh1_pm.C_570016"	11	4	4	5	1	3
"estExt_fgenesh1_pm.C_570017"	12	6	2	22	7	3
"estExt_fgenesh1_pm.C_570020"	15	3	4	14	3	8
"estExt_fgenesh1_pm.C_580008"	0	1	0	0	0	0
"estExt_fgenesh1_pm.C_5_t10037"	103	23	32	81	30	28
"estExt_fgenesh1_pm.C_5_t10046"	68	24	23	69	19	16
"estExt_fgenesh1_pm.C_5_t10052"	25	7	8	26	11	13
"estExt_fgenesh1_pm.C_5_t10095"	10	4	6	16	6	7
"estExt_fgenesh1_pm.C_5_t10160"	1	0	1	3	0	0
"estExt_fgenesh1_pm.C_5_t10184"	14	2	4	17	7	5
"estExt_fgenesh1_pm.C_5_t10192"	13	5	1	11	8	8
"estExt_fgenesh1_pm.C_5_t10241"	13	7	6	7	4	4
"estExt_fgenesh1_pm.C_5_t10245"	1	1	0	1	1	0
"estExt_fgenesh1_pm.C_5_t10251"	6	4	4	9	1	2
"estExt_fgenesh1_pm.C_5_t10257"	4	2	0	4	4	2
"estExt_fgenesh1_pm.C_5_t10355"	12	10	2	21	4	6
"estExt_fgenesh1_pm.C_5_t10364"	7	6	1	8	3	7
"estExt_fgenesh1_pm.C_5_t10376"	14	4	5	19	5	6
"estExt_fgenesh1_pm.C_5_t10389"	1	1	0	4	0	0
"estExt_fgenesh1_pm.C_5_t10398"	26	13	4	34	5	5
"estExt_fgenesh1_pm.C_5_t10411"	4	0	2	2	1	1
"estExt_fgenesh1_pm.C_5_t10460"	6	2	3	5	1	1
"estExt_fgenesh1_pm.C_5_t10462"	5	0	1	4	2	0
"estExt_fgenesh1_pm.C_5_t10481"	34	10	15	27	14	12
"estExt_fgenesh1_pm.C_5_t20009"	3	5	1	5	3	3
"estExt_fgenesh1_pm.C_5_t20027"	6	1	3	10	1	2
"estExt_fgenesh1_pm.C_5_t20028"	0	0	0	0	0	0
"estExt_fgenesh1_pm.C_5_t20043"	13	3	2	13	2	5
"estExt_fgenesh1_pm.C_5_t20076"	4	2	0	5	2	2
"estExt_fgenesh1_pm.C_5_t20090"	24	15	10	49	14	12
"estExt_fgenesh1_pm.C_5_t20149"	1	1	0	3	0	0
"estExt_fgenesh1_pm.C_5_t20153"	26	6	13	38	9	10
"estExt_fgenesh1_pm.C_5_t20162"	0	0	0	2	0	0
"estExt_fgenesh1_pm.C_5_t20190"	19	6	4	23	12	10
"estExt_fgenesh1_pm.C_5_t20201"	0	0	0	0	0	0
"estExt_fgenesh1_pm.C_60001"	11	2	1	13	2	3
"estExt_fgenesh1_pm.C_60027"	66	20	15	70	25	12
"estExt_fgenesh1_pm.C_60043"	3	0	0	1	0	3
"estExt_fgenesh1_pm.C_60082"	3	0	1	5	1	1
"estExt_fgenesh1_pm.C_60123"	0	0	0	2	1	0
"estExt_fgenesh1_pm.C_60218"	6	2	1	6	2	1
"estExt_fgenesh1_pm.C_60219"	1	0	0	3	0	0
"estExt_fgenesh1_pm.C_60228"	18	6	6	23	10	6
"estExt_fgenesh1_pm.C_60231"	1	3	2	3	3	1
"estExt_fgenesh1_pm.C_60233"	2	0	1	4	3	2
"estExt_fgenesh1_pm.C_60252"	25	6	9	17	9	9
"estExt_fgenesh1_pm.C_60281"	1	1	0	1	0	0
"estExt_fgenesh1_pm.C_60288"	1	0	0	2	0	0
"estExt_fgenesh1_pm.C_60301"	2	0	2	2	0	0
"estExt_fgenesh1_pm.C_60325"	4	0	1	1	1	2
"estExt_fgenesh1_pm.C_60365"	6	1	1	8	4	0
"estExt_fgenesh1_pm.C_60370"	22	6	13	29	8	11
"estExt_fgenesh1_pm.C_60379"	23	8	11	13	2	2
"estExt_fgenesh1_pm.C_60404"	1	1	0	0	0	0
"estExt_fgenesh1_pm.C_610021"	1	0	0	1	0	1
"estExt_fgenesh1_pm.C_610024"	0	0	0	0	0	0
"estExt_fgenesh1_pm.C_620009"	0	0	0	0	0	0
"estExt_fgenesh1_pm.C_640006"	0	0	0	0	1	0
"estExt_fgenesh1_pm.C_670001"	0	0	0	0	0	1
"estExt_fgenesh1_pm.C_670028"	1	0	0	2	0	1
"estExt_fgenesh1_pm.C_680021"	0	0	0	0	0	0
"estExt_fgenesh1_pm.C_680024"	3	0	0	0	1	0
"estExt_fgenesh1_pm.C_690011"	4	2	2	6	1	1
"estExt_fgenesh1_pm.C_70054"	3	0	2	8	1	1
"estExt_fgenesh1_pm.C_70100"	12	7	6	2	3	0
"estExt_fgenesh1_pm.C_70117"	1	0	0	3	1	0
"estExt_fgenesh1_pm.C_70137"	0	0	0	0	0	0
"estExt_fgenesh1_pm.C_70168"	0	0	0	0	0	0
"estExt_fgenesh1_pm.C_70182"	8	1	0	4	3	0
"estExt_fgenesh1_pm.C_70247"	1	0	0	0	0	0
"estExt_fgenesh1_pm.C_70271"	31	13	14	35	10	10
"estExt_fgenesh1_pm.C_70272"	8	5	3	13	7	4
"estExt_fgenesh1_pm.C_70316"	0	1	0	1	0	1
"estExt_fgenesh1_pm.C_70357"	11	1	2	19	8	4
"estExt_fgenesh1_pm.C_70362"	10	4	3	7	2	5
"estExt_fgenesh1_pm.C_70376"	0	0	0	1	1	1
"estExt_fgenesh1_pm.C_70407"	7	4	2	6	3	2
"estExt_fgenesh1_pm.C_70419"	3	0	1	2	1	0
"estExt_fgenesh1_pm.C_70434"	0	1	0	0	0	0
"estExt_fgenesh1_pm.C_70435"	1	0	0	1	1	1
"estExt_fgenesh1_pm.C_70467"	1	0	0	1	0	0
"estExt_fgenesh1_pm.C_720008"	0	0	0	2	0	0
"estExt_fgenesh1_pm.C_720018"	1	1	0	4	0	0
"estExt_fgenesh1_pm.C_750027"	0	0	0	1	1	2
"estExt_fgenesh1_pm.C_750028"	3	1	1	7	0	1
"estExt_fgenesh1_pm.C_790008"	0	0	0	0	0	0
"estExt_fgenesh1_pm.C_80027"	0	4	0	1	1	1
"estExt_fgenesh1_pm.C_80039"	2	0	0	2	0	0
"estExt_fgenesh1_pm.C_80048"	1	1	0	2	0	0
"estExt_fgenesh1_pm.C_80049"	0	0	0	1	0	0
"estExt_fgenesh1_pm.C_80058"	0	0	1	0	0	0
"estExt_fgenesh1_pm.C_80059"	0	0	0	1	0	0
"estExt_fgenesh1_pm.C_80086"	14	6	7	7	5	8
"estExt_fgenesh1_pm.C_80111"	4	2	0	9	2	3
"estExt_fgenesh1_pm.C_80113"	5	2	1	5	1	1
"estExt_fgenesh1_pm.C_80126"	12	1	4	13	4	6
"estExt_fgenesh1_pm.C_80138"	7	0	2	9	0	7
"estExt_fgenesh1_pm.C_80160"	4	3	0	2	0	2
"estExt_fgenesh1_pm.C_80175"	4	4	3	11	4	1
"estExt_fgenesh1_pm.C_80182"	19	9	13	41	10	15
"estExt_fgenesh1_pm.C_80191"	4	0	1	4	1	2
"estExt_fgenesh1_pm.C_80223"	0	0	0	1	0	1
"estExt_fgenesh1_pm.C_80227"	1	0	1	4	0	1
"estExt_fgenesh1_pm.C_80228"	17	11	2	29	10	9
"estExt_fgenesh1_pm.C_80253"	4	0	0	3	3	0
"estExt_fgenesh1_pm.C_80288"	2	0	0	1	0	0
"estExt_fgenesh1_pm.C_80313"	1	0	0	4	0	0
"estExt_fgenesh1_pm.C_80314"	1	1	0	3	0	1
"estExt_fgenesh1_pm.C_80321"	24	7	3	63	14	25
"estExt_fgenesh1_pm.C_80347"	9	1	2	9	1	5
"estExt_fgenesh1_pm.C_80363"	90	32	39	55	15	16
"estExt_fgenesh1_pm.C_860004"	0	0	0	1	1	0
"estExt_fgenesh1_pm.C_860014"	4	1	0	11	2	3
"estExt_fgenesh1_pm.C_860021"	0	0	0	0	0	0
"estExt_fgenesh1_pm.C_870001"	2	0	0	1	2	1
"estExt_fgenesh1_pm.C_870006"	0	0	0	0	0	0
"estExt_fgenesh1_pm.C_870008"	0	0	0	0	0	0
"estExt_fgenesh1_pm.C_90032"	126	41	35	171	38	35
"estExt_fgenesh1_pm.C_90039"	0	0	0	0	0	0
"estExt_fgenesh1_pm.C_90058"	2	0	0	6	3	1
"estExt_fgenesh1_pm.C_90075"	1	0	0	4	0	0
"estExt_fgenesh1_pm.C_90095"	14	5	3	25	5	8
"estExt_fgenesh1_pm.C_90149"	0	0	0	0	0	0
"estExt_fgenesh1_pm.C_90174"	9	5	0	18	2	3
"estExt_fgenesh1_pm.C_90197"	0	0	0	0	0	0
"estExt_fgenesh1_pm.C_90219"	0	0	0	0	0	0
"estExt_fgenesh1_pm.C_90245"	7	2	3	7	5	3
"estExt_fgenesh1_pm.C_90267"	3	0	0	1	0	0
"estExt_fgenesh1_pm.C_90336"	5	5	4	0	0	0
"estExt_fgenesh1_pm.C_90377"	0	0	0	0	0	0
"estExt_fgenesh1_pm.C_90386"	4	1	2	7	2	0
"estExt_fgenesh1_pm.C_90389"	4	1	1	9	3	1
"estExt_fgenesh1_pm.C_90403"	84	17	16	118	43	35
"estExt_fgenesh1_pm.C_960009"	0	0	0	0	0	0
"fgenesh1_kg.102__2__Locus8140v3rpkm0.30_PRE"	1	0	0	0	1	0
"fgenesh1_kg.10__106__Locus2181v1rpkm75.85"	47	17	19	37	13	14
"fgenesh1_kg.10__119__Locus6552v1rpkm13.90"	5	0	2	3	6	1
"fgenesh1_kg.10__125__Locus5579v1rpkm19.52"	15	7	5	3	1	2
"fgenesh1_kg.10__127__Locus4583v1rpkm27.18"	36	14	10	32	16	9
"fgenesh1_kg.10__129__Locus11202v1rpkm3.26"	0	0	0	0	0	0
"fgenesh1_kg.10__131__Locus10060v1rpkm4.35"	0	0	1	1	0	0
"fgenesh1_kg.10__143__Locus3806v1rpkm35.74"	3	0	1	2	1	0
"fgenesh1_kg.10__151__Locus6367v1rpkm14.79"	8	1	2	3	2	2
"fgenesh1_kg.10__153__Locus21862v1rpkm0.76"	0	0	0	0	0	0
"fgenesh1_kg.10__158__Locus17114v2rpkm0.45"	0	0	0	1	0	0
"fgenesh1_kg.10__167__Locus3806v1rpkm35.74"	1	1	1	2	1	0
"fgenesh1_kg.10__170__Locus3457v1rpkm41.18"	16	5	10	18	6	7
"fgenesh1_kg.10__173__Locus10473v1rpkm3.92"	7	2	1	3	2	0
"fgenesh1_kg.10__177__Locus15182v2rpkm0.54"	74	24	25	51	11	17
"fgenesh1_kg.10__17__Locus6155v1rpkm15.93"	7	3	3	12	2	5
"fgenesh1_kg.10__180__Locus2771v1rpkm55.43"	25	2	6	16	4	4
"fgenesh1_kg.10__181__Locus853v1rpkm210.27"	37	11	10	16	8	5
"fgenesh1_kg.10__183__Locus3592v1rpkm38.99"	14	2	6	15	2	5
"fgenesh1_kg.10__190__Locus19173v1rpkm0.96"	2	0	0	1	0	0
"fgenesh1_kg.10__192__Locus7235v1rpkm11.00"	12	0	4	15	7	4
"fgenesh1_kg.10__195__Locus16075v1rpkm1.43"	0	0	0	0	0	0
"fgenesh1_kg.10__199__Locus3816v1rpkm35.65"	9	1	1	9	3	4
"fgenesh1_kg.10__19__Locus8026v2rpkm2.93"	7	1	2	8	5	6
"fgenesh1_kg.10__217__Locus19282v7rpkm0.28"	1	1	0	3	0	1
"fgenesh1_kg.10__221__Locus19282v1rpkm0.94"	1	0	1	1	0	0
"fgenesh1_kg.10__228__Locus7601v2rpkm1.18"	69	25	20	47	21	19
"fgenesh1_kg.10__231__Locus22178v1rpkm0.74"	0	0	0	0	0	0
"fgenesh1_kg.10__235__Locus14653v2rpkm1.70"	10	4	3	5	3	2
"fgenesh1_kg.10__236__Locus799v1rpkm226.29"	63	14	29	67	9	23
"fgenesh1_kg.10__239__Locus32932v1rpkm0.28"	0	0	0	0	0	0
"fgenesh1_kg.10__243__Locus5019v2rpkm12.75"	3	3	5	28	8	5
"fgenesh1_kg.10__247__Locus14065v5rpkm0.49"	2	0	0	3	1	1
"fgenesh1_kg.10__248__Locus8307v1rpkm7.60"	1	0	0	4	0	2
"fgenesh1_kg.10__251__Locus22756v5rpkm0.36"	1	0	0	3	1	1
"fgenesh1_kg.10__268__Locus1327v1rpkm132.27"	24	8	4	39	10	8
"fgenesh1_kg.10__272__Locus938v1rpkm190.30"	23	6	13	25	4	9
"fgenesh1_kg.10__275__Locus6126v1rpkm16.06"	9	2	2	4	2	5
"fgenesh1_kg.10__276__Locus9395v1rpkm5.27"	2	2	0	1	1	0
"fgenesh1_kg.10__280__Locus6423v4rpkm0.44_PRE"	6	4	2	5	3	2
"fgenesh1_kg.10__284__Locus7457v1rpkm10.23"	9	0	5	3	4	4
"fgenesh1_kg.10__285__Locus4133v1rpkm31.48"	19	1	5	4	3	3
"fgenesh1_kg.10__289__Locus9574v1rpkm4.98"	2	1	2	3	1	0
"fgenesh1_kg.10__290__Locus16416v1rpkm1.36"	0	0	0	1	0	0
"fgenesh1_kg.10__293__Locus3911v1rpkm34.34"	1	1	3	4	1	1
"fgenesh1_kg.10__295__Locus22992v1rpkm0.69"	0	0	0	0	0	0
"fgenesh1_kg.10__297__Locus1021v1rpkm172.86"	80	26	29	62	33	34
"fgenesh1_kg.10__29__Locus5149v1rpkm22.48"	9	0	4	1	0	3
"fgenesh1_kg.10__301__Locus14442v1rpkm1.78"	2	0	0	2	1	1
"fgenesh1_kg.10__308__Locus10811v1rpkm3.59"	9	1	5	11	4	5
"fgenesh1_kg.10__30__Locus7482v1rpkm10.13"	7	3	2	5	3	2
"fgenesh1_kg.10__316__Locus4921v1rpkm24.27"	3	1	1	11	4	6
"fgenesh1_kg.10__318__Locus15166v3rpkm0.74"	0	1	0	2	1	0
"fgenesh1_kg.10__31__Locus6280v1rpkm15.31"	10	7	1	11	5	1
"fgenesh1_kg.10__320__Locus13744v1rpkm1.97"	1	0	0	0	0	0
"fgenesh1_kg.10__321__Locus13530v1rpkm2.05"	0	0	0	0	0	1
"fgenesh1_kg.10__32__Locus3327v1rpkm43.28"	9	5	3	14	2	6
"fgenesh1_kg.10__332__Locus4982v1rpkm23.79"	15	5	4	17	5	5
"fgenesh1_kg.10__335__Locus1512v1rpkm114.73"	61	19	14	53	12	21
"fgenesh1_kg.10__338__Locus5946v1rpkm17.11"	2	1	1	4	0	0
"fgenesh1_kg.10__351__Locus8819v5rpkm0.39_PRE"	26	8	6	18	8	8
"fgenesh1_kg.10__360__Locus4882v1rpkm24.48"	11	2	4	10	3	1
"fgenesh1_kg.10__361__Locus14785v2rpkm1.57"	0	0	0	0	0	0
"fgenesh1_kg.10__362__Locus14785v1rpkm1.70"	0	0	0	0	0	0
"fgenesh1_kg.10__363__Locus6250v1rpkm15.41"	4	2	3	5	2	3
"fgenesh1_kg.10__365__Locus8181v1rpkm7.93"	1	0	0	2	0	0
"fgenesh1_kg.10__366__Locus18014v1rpkm1.08"	0	0	0	0	0	0
"fgenesh1_kg.10__370__Locus5808v1rpkm18.05"	6	3	4	10	3	3
"fgenesh1_kg.10__371__Locus6006v1rpkm16.78"	1	1	0	20	4	6
"fgenesh1_kg.10__381__Locus7109v2rpkm7.48"	8	3	1	13	5	5
"fgenesh1_kg.10__386__Locus9859v1rpkm4.59"	5	0	1	4	2	3
"fgenesh1_kg.10__389__Locus9170v1rpkm5.68"	4	1	2	11	4	1
"fgenesh1_kg.10__403__Locus3714v1rpkm36.99"	1	0	0	0	0	1
"fgenesh1_kg.10__406__Locus3488v1rpkm40.67"	71	22	30	81	22	26
"fgenesh1_kg.10__411__Locus344v1rpkm479.14"	71	21	26	34	5	11
"fgenesh1_kg.10__421__Locus7258v1rpkm10.93"	5	2	1	20	7	10
"fgenesh1_kg.10__427__Locus513v1rpkm339.79"	62	15	19	44	13	19
"fgenesh1_kg.10__429__Locus5591v1rpkm19.41"	5	1	3	4	0	1
"fgenesh1_kg.10__439__Locus11532v1rpkm3.02"	2	0	1	3	0	3
"fgenesh1_kg.10__44__Locus12427v1rpkm2.50"	5	0	1	3	1	1
"fgenesh1_kg.10__45__Locus6422v1rpkm14.54"	2	3	3	4	1	1
"fgenesh1_kg.10__46__Locus5300v1rpkm21.44"	6	0	1	6	1	0
"fgenesh1_kg.10__48__Locus24062v2rpkm0.61"	19	8	9	11	5	3
"fgenesh1_kg.10__49__Locus647v1rpkm275.43"	17	3	4	38	5	12
"fgenesh1_kg.10__4__Locus4196v1rpkm30.86"	13	3	2	112	31	30
"fgenesh1_kg.10__52__Locus7518v1rpkm10.01"	3	3	1	6	2	0
"fgenesh1_kg.10__53__Locus19177v1rpkm0.95"	0	0	0	0	0	0
"fgenesh1_kg.10__56__Locus5969v1rpkm16.99"	9	2	3	10	7	2
"fgenesh1_kg.10__58__Locus29752v1rpkm0.38"	6	0	2	4	2	2
"fgenesh1_kg.10__5__Locus5383v1rpkm20.91"	17	4	4	20	3	5
"fgenesh1_kg.10__64__Locus25673v4rpkm0.00_PRE"	0	0	0	0	0	0
"fgenesh1_kg.10__68__Locus37v1rpkm1994.89"	401	120	147	285	111	83
"fgenesh1_kg.10__71__Locus3980v1rpkm33.47"	35	18	21	20	5	4
"fgenesh1_kg.10__72__Locus12257v1rpkm2.57"	1	0	0	1	0	0
"fgenesh1_kg.10__73__Locus2911v1rpkm52.20"	18	6	2	22	7	6
"fgenesh1_kg.10__74__Locus2199v1rpkm75.00"	81	30	20	73	22	17
"fgenesh1_kg.10__88__Locus3895v1rpkm34.54"	2	0	0	4	1	0
"fgenesh1_kg.10__91__Locus16046v1rpkm1.43"	0	0	0	0	1	0
"fgenesh1_kg.10__95__Locus10952v1rpkm3.46"	0	0	0	0	0	0
"fgenesh1_kg.10__96__Locus3218v1rpkm45.37"	18	3	7	19	7	6
"fgenesh1_kg.10__98__Locus3106v1rpkm47.73"	27	7	10	26	6	4
"fgenesh1_kg.118__1__Locus9708v1rpkm4.79"	0	0	0	0	0	0
"fgenesh1_kg.118__3__Locus15461v3rpkm0.28"	0	0	0	0	0	0
"fgenesh1_kg.11__101__Locus17471v2rpkm0.49"	0	0	0	3	2	0
"fgenesh1_kg.11__106__Locus12403v2rpkm0.00_PRE"	3	0	1	6	1	2
"fgenesh1_kg.11__107__Locus2997v1rpkm50.28"	17	3	3	8	2	2
"fgenesh1_kg.11__10__Locus6446v2rpkm1.97"	0	0	0	1	0	0
"fgenesh1_kg.11__111__Locus1551v1rpkm112.33"	38	16	11	28	17	18
"fgenesh1_kg.11__115__Locus7270v2rpkm9.72"	5	1	1	2	0	2
"fgenesh1_kg.11__116__Locus1281v1rpkm136.46"	9	5	3	10	7	3
"fgenesh1_kg.11__120__Locus10378v2rpkm1.43"	2	0	0	7	3	1
"fgenesh1_kg.11__123__Locus3192v1rpkm45.82"	6	3	2	11	0	4
"fgenesh1_kg.11__128__Locus25391v1rpkm0.57"	0	0	0	0	1	0
"fgenesh1_kg.11__137__Locus5155v1rpkm22.45"	20	3	7	16	4	9
"fgenesh1_kg.11__146__Locus1322v2rpkm21.41"	13	2	4	11	1	3
"fgenesh1_kg.11__147__Locus1322v3rpkm2.28_PRE"	74	22	21	62	31	26
"fgenesh1_kg.11__151__Locus2085v1rpkm79.37"	69	26	16	85	35	34
"fgenesh1_kg.11__152__Locus1513v2rpkm89.45"	122	23	29	59	25	18
"fgenesh1_kg.11__157__Locus2660v2rpkm55.70"	65	16	28	62	22	20
"fgenesh1_kg.11__159__Locus1811v1rpkm92.81"	70	17	19	44	24	14
"fgenesh1_kg.11__15__Locus5527v1rpkm19.88"	4	2	1	11	3	4
"fgenesh1_kg.11__161__Locus9881v1rpkm4.55"	1	1	0	7	0	1
"fgenesh1_kg.11__162__Locus5742v1rpkm18.44"	9	5	2	6	2	0
"fgenesh1_kg.11__169__Locus3389v1rpkm42.25"	17	9	11	12	6	6
"fgenesh1_kg.11__174__Locus3283v1rpkm44.05"	70	11	23	137	43	35
"fgenesh1_kg.11__181__Locus5014v1rpkm23.55"	6	1	8	6	2	2
"fgenesh1_kg.11__183__Locus2741v2rpkm25.91"	5	1	2	3	3	0
"fgenesh1_kg.11__186__Locus7835v1rpkm8.93"	11	2	1	5	1	2
"fgenesh1_kg.11__191__Locus9288v1rpkm5.43"	3	0	0	2	0	0
"fgenesh1_kg.11__197__Locus4200v1rpkm30.80"	14	5	4	19	5	5
"fgenesh1_kg.11__203__Locus444v1rpkm380.46"	51	16	9	54	25	16
"fgenesh1_kg.11__207__Locus3579v2rpkm25.70"	26	8	5	22	9	9
"fgenesh1_kg.11__208__Locus3236v2rpkm35.40"	25	6	5	21	8	2
"fgenesh1_kg.11__209__Locus3236v1rpkm45.02"	9	0	1	12	3	4
"fgenesh1_kg.11__20__Locus10172v1rpkm4.22"	0	1	0	2	0	0
"fgenesh1_kg.11__211__Locus3680v1rpkm37.45"	17	3	4	27	5	8
"fgenesh1_kg.11__215__Locus4735v1rpkm25.69"	16	15	5	24	7	12
"fgenesh1_kg.11__217__Locus4325v1rpkm29.49"	4	2	1	3	0	0
"fgenesh1_kg.11__21__Locus15671v1rpkm1.51"	0	0	0	0	0	0
"fgenesh1_kg.11__220__Locus2665v1rpkm58.81"	40	12	14	44	16	12
"fgenesh1_kg.11__221__Locus4579v1rpkm27.20"	19	7	8	31	11	6
"fgenesh1_kg.11__222__Locus6462v1rpkm14.34"	15	3	4	7	4	7
"fgenesh1_kg.11__224__Locus3684v1rpkm37.38"	77	29	24	78	33	23
"fgenesh1_kg.11__225__Locus3855v1rpkm35.05"	2	0	1	5	1	1
"fgenesh1_kg.11__228__Locus3313v1rpkm43.59"	0	0	0	1	0	0
"fgenesh1_kg.11__233__Locus2803v1rpkm54.88"	40	14	4	20	9	15
"fgenesh1_kg.11__234__Locus5802v1rpkm18.06"	4	2	1	3	0	0
"fgenesh1_kg.11__235__Locus950v1rpkm186.42"	158	65	54	103	38	41
"fgenesh1_kg.11__238__Locus23637v1rpkm0.66"	3	0	0	2	1	2
"fgenesh1_kg.11__243__Locus446v1rpkm378.46"	178	39	37	152	52	63
"fgenesh1_kg.11__246__Locus4522v2rpkm20.48"	23	1	13	22	8	5
"fgenesh1_kg.11__248__Locus5978v1rpkm16.95"	12	6	4	32	14	5
"fgenesh1_kg.11__250__Locus7108v1rpkm11.47"	1	6	2	5	0	2
"fgenesh1_kg.11__252__Locus2343v1rpkm69.11"	11	2	5	10	2	3
"fgenesh1_kg.11__255__Locus8551v1rpkm6.96"	7	2	2	13	3	1
"fgenesh1_kg.11__256__Locus8551v4rpkm0.78"	0	0	1	4	1	1
"fgenesh1_kg.11__257__Locus1264v1rpkm137.87"	16	7	5	17	5	4
"fgenesh1_kg.11__258__Locus945v1rpkm187.95"	49	23	19	46	22	27
"fgenesh1_kg.11__261__Locus5214v1rpkm21.96"	4	2	1	3	2	2
"fgenesh1_kg.11__262__Locus10254v1rpkm4.13"	1	0	0	3	1	2
"fgenesh1_kg.11__263__Locus347v1rpkm472.45"	96	33	38	63	23	23
"fgenesh1_kg.11__264__Locus7790v1rpkm9.06"	6	4	2	4	1	2
"fgenesh1_kg.11__269__Locus12038v1rpkm2.69"	9	7	6	16	5	1
"fgenesh1_kg.11__276__Locus13946v5rpkm0.00_PRE"	1	0	1	2	0	0
"fgenesh1_kg.11__277__Locus12326v2rpkm2.50"	1	1	0	0	0	1
"fgenesh1_kg.11__278__Locus10673v1rpkm3.72"	1	1	1	2	1	0
"fgenesh1_kg.11__280__Locus13859v1rpkm1.94"	2	5	1	9	1	3
"fgenesh1_kg.11__286__Locus6598v1rpkm13.71"	5	1	0	2	1	1
"fgenesh1_kg.11__289__Locus2646v1rpkm59.22"	73	24	16	35	11	9
"fgenesh1_kg.11__291__Locus2072v1rpkm80.05"	4	4	2	6	1	2
"fgenesh1_kg.11__292__Locus6038v1rpkm16.59"	5	2	1	8	1	3
"fgenesh1_kg.11__294__Locus8248v1rpkm7.75"	45	13	10	48	6	15
"fgenesh1_kg.11__299__Locus6518v1rpkm14.08"	19	5	2	16	4	8
"fgenesh1_kg.11__306__Locus3258v1rpkm44.47"	18	4	6	12	5	9
"fgenesh1_kg.11__311__Locus7456v1rpkm10.24"	16	3	6	15	5	5
"fgenesh1_kg.11__314__Locus4104v1rpkm31.94"	3	4	2	5	0	0
"fgenesh1_kg.11__318__Locus7845v1rpkm8.90"	5	3	0	4	1	2
"fgenesh1_kg.11__31__Locus8158v1rpkm7.99"	12	7	2	12	5	5
"fgenesh1_kg.11__320__Locus4542v1rpkm27.48"	2	1	3	9	1	3
"fgenesh1_kg.11__323__Locus565v1rpkm307.24"	47	16	24	45	17	16
